"S11 Log Mag"
"Frequency (Hz)","dB",
3000000000, -9.782959e-001,
3001000000, -9.845241e-001,
3002000000, -9.897730e-001,
3003000000, -9.908008e-001,
3004000000, -9.820837e-001,
3005000000, -9.829006e-001,
3006000000, -9.851613e-001,
3007000000, -9.952980e-001,
3008000000, -1.002403e+000,
3009000000, -1.008922e+000,
3010000000, -1.001495e+000,
3011000000, -1.014753e+000,
3012000000, -1.009059e+000,
3013000000, -1.015898e+000,
3014000000, -1.015811e+000,
3015000000, -1.016341e+000,
3016000000, -1.025167e+000,
3017000000, -1.023913e+000,
3018000000, -1.028713e+000,
3019000000, -1.020659e+000,
3020000000, -1.026958e+000,
3021000000, -1.025357e+000,
3022000000, -1.029167e+000,
3023000000, -1.029309e+000,
3024000000, -1.027577e+000,
3025000000, -1.029703e+000,
3026000000, -1.018942e+000,
3027000000, -1.018054e+000,
3028000000, -1.020691e+000,
3029000000, -1.010129e+000,
3030000000, -1.027678e+000,
3031000000, -1.019825e+000,
3032000000, -1.019081e+000,
3033000000, -1.031122e+000,
3034000000, -1.024140e+000,
3035000000, -1.026623e+000,
3036000000, -1.014666e+000,
3037000000, -1.028242e+000,
3038000000, -1.030168e+000,
3039000000, -1.018874e+000,
3040000000, -1.010814e+000,
3041000000, -1.018376e+000,
3042000000, -1.015177e+000,
3043000000, -1.014500e+000,
3044000000, -1.011929e+000,
3045000000, -1.010829e+000,
3046000000, -1.015900e+000,
3047000000, -1.011288e+000,
3048000000, -1.012940e+000,
3049000000, -1.010306e+000,
3050000000, -1.009728e+000,
3051000000, -1.010796e+000,
3052000000, -1.017123e+000,
3053000000, -1.008209e+000,
3054000000, -1.017936e+000,
3055000000, -1.032972e+000,
3056000000, -1.020553e+000,
3057000000, -1.020401e+000,
3058000000, -1.032710e+000,
3059000000, -1.034744e+000,
3060000000, -1.029598e+000,
3061000000, -1.033302e+000,
3062000000, -1.031628e+000,
3063000000, -1.032598e+000,
3064000000, -1.040796e+000,
3065000000, -1.032788e+000,
3066000000, -1.035394e+000,
3067000000, -1.045595e+000,
3068000000, -1.042813e+000,
3069000000, -1.038743e+000,
3070000000, -1.045099e+000,
3071000000, -1.050521e+000,
3072000000, -1.053484e+000,
3073000000, -1.055456e+000,
3074000000, -1.052828e+000,
3075000000, -1.047568e+000,
3076000000, -1.057460e+000,
3077000000, -1.053473e+000,
3078000000, -1.060973e+000,
3079000000, -1.062600e+000,
3080000000, -1.067630e+000,
3081000000, -1.077071e+000,
3082000000, -1.068574e+000,
3083000000, -1.074678e+000,
3084000000, -1.076685e+000,
3085000000, -1.079143e+000,
3086000000, -1.086400e+000,
3087000000, -1.064439e+000,
3088000000, -1.088113e+000,
3089000000, -1.087768e+000,
3090000000, -1.083833e+000,
3091000000, -1.083551e+000,
3092000000, -1.079278e+000,
3093000000, -1.071369e+000,
3094000000, -1.085160e+000,
3095000000, -1.078360e+000,
3096000000, -1.067492e+000,
3097000000, -1.074057e+000,
3098000000, -1.079244e+000,
3099000000, -1.077815e+000,
3100000000, -1.062493e+000,
3101000000, -1.065315e+000,
3102000000, -1.058972e+000,
3103000000, -1.065439e+000,
3104000000, -1.060431e+000,
3105000000, -1.058511e+000,
3106000000, -1.060708e+000,
3107000000, -1.068589e+000,
3108000000, -1.064657e+000,
3109000000, -1.070608e+000,
3110000000, -1.065177e+000,
3111000000, -1.073715e+000,
3112000000, -1.076175e+000,
3113000000, -1.073095e+000,
3114000000, -1.079624e+000,
3115000000, -1.077913e+000,
3116000000, -1.091339e+000,
3117000000, -1.091069e+000,
3118000000, -1.090133e+000,
3119000000, -1.084852e+000,
3120000000, -1.093177e+000,
3121000000, -1.091499e+000,
3122000000, -1.088784e+000,
3123000000, -1.094680e+000,
3124000000, -1.089147e+000,
3125000000, -1.085132e+000,
3126000000, -1.087455e+000,
3127000000, -1.097214e+000,
3128000000, -1.096556e+000,
3129000000, -1.100431e+000,
3130000000, -1.086342e+000,
3131000000, -1.097919e+000,
3132000000, -1.093247e+000,
3133000000, -1.101074e+000,
3134000000, -1.107381e+000,
3135000000, -1.108085e+000,
3136000000, -1.112297e+000,
3137000000, -1.115329e+000,
3138000000, -1.120967e+000,
3139000000, -1.117818e+000,
3140000000, -1.116810e+000,
3141000000, -1.115555e+000,
3142000000, -1.123432e+000,
3143000000, -1.129596e+000,
3144000000, -1.142092e+000,
3145000000, -1.121550e+000,
3146000000, -1.138201e+000,
3147000000, -1.128139e+000,
3148000000, -1.142729e+000,
3149000000, -1.140079e+000,
3150000000, -1.144536e+000,
3151000000, -1.124865e+000,
3152000000, -1.139766e+000,
3153000000, -1.140520e+000,
3154000000, -1.142506e+000,
3155000000, -1.132215e+000,
3156000000, -1.122137e+000,
3157000000, -1.121562e+000,
3158000000, -1.137948e+000,
3159000000, -1.146333e+000,
3160000000, -1.135135e+000,
3161000000, -1.139763e+000,
3162000000, -1.128770e+000,
3163000000, -1.150209e+000,
3164000000, -1.147119e+000,
3165000000, -1.142733e+000,
3166000000, -1.148003e+000,
3167000000, -1.149638e+000,
3168000000, -1.143782e+000,
3169000000, -1.148216e+000,
3170000000, -1.147431e+000,
3171000000, -1.146811e+000,
3172000000, -1.153614e+000,
3173000000, -1.149435e+000,
3174000000, -1.155336e+000,
3175000000, -1.154369e+000,
3176000000, -1.154073e+000,
3177000000, -1.155570e+000,
3178000000, -1.161213e+000,
3179000000, -1.138450e+000,
3180000000, -1.143602e+000,
3181000000, -1.153462e+000,
3182000000, -1.150680e+000,
3183000000, -1.154602e+000,
3184000000, -1.163838e+000,
3185000000, -1.151629e+000,
3186000000, -1.172358e+000,
3187000000, -1.153877e+000,
3188000000, -1.153335e+000,
