"S11 Log Mag"
"Frequency (Hz)","dB",
3000000000, -7.520183e-001,
3001000000, -7.510996e-001,
3002000000, -7.506660e-001,
3003000000, -7.500558e-001,
3004000000, -7.543953e-001,
3005000000, -7.526077e-001,
3006000000, -7.523878e-001,
3007000000, -7.549174e-001,
3008000000, -7.538524e-001,
3009000000, -7.551186e-001,
3010000000, -7.560909e-001,
3011000000, -7.550967e-001,
3012000000, -7.555443e-001,
3013000000, -7.548909e-001,
3014000000, -7.557366e-001,
3015000000, -7.542835e-001,
3016000000, -7.524943e-001,
3017000000, -7.537099e-001,
3018000000, -7.524129e-001,
3019000000, -7.487365e-001,
3020000000, -7.490751e-001,
3021000000, -7.484373e-001,
3022000000, -7.465956e-001,
3023000000, -7.466417e-001,
3024000000, -7.469510e-001,
3025000000, -7.450913e-001,
3026000000, -7.428237e-001,
3027000000, -7.435762e-001,
3028000000, -7.448276e-001,
3029000000, -7.444044e-001,
3030000000, -7.452137e-001,
3031000000, -7.482535e-001,
3032000000, -7.478659e-001,
3033000000, -7.472022e-001,
3034000000, -7.493087e-001,
3035000000, -7.493484e-001,
3036000000, -7.489988e-001,
3037000000, -7.510222e-001,
3038000000, -7.497047e-001,
3039000000, -7.482700e-001,
3040000000, -7.492859e-001,
3041000000, -7.478386e-001,
3042000000, -7.496670e-001,
3043000000, -7.489544e-001,
3044000000, -7.477906e-001,
3045000000, -7.501910e-001,
3046000000, -7.485397e-001,
3047000000, -7.491116e-001,
3048000000, -7.511327e-001,
3049000000, -7.502500e-001,
3050000000, -7.516336e-001,
3051000000, -7.560935e-001,
3052000000, -7.538639e-001,
3053000000, -7.574440e-001,
3054000000, -7.557707e-001,
3055000000, -7.557507e-001,
3056000000, -7.583817e-001,
3057000000, -7.596982e-001,
3058000000, -7.577744e-001,
3059000000, -7.608749e-001,
3060000000, -7.648747e-001,
3061000000, -7.647027e-001,
3062000000, -7.617282e-001,
3063000000, -7.667030e-001,
3064000000, -7.671438e-001,
3065000000, -7.676539e-001,
3066000000, -7.662427e-001,
3067000000, -7.678926e-001,
3068000000, -7.657791e-001,
3069000000, -7.654467e-001,
3070000000, -7.654982e-001,
3071000000, -7.671431e-001,
3072000000, -7.669330e-001,
3073000000, -7.666737e-001,
3074000000, -7.667189e-001,
3075000000, -7.650947e-001,
3076000000, -7.659705e-001,
3077000000, -7.672448e-001,
3078000000, -7.658367e-001,
3079000000, -7.661683e-001,
3080000000, -7.705104e-001,
3081000000, -7.748157e-001,
3082000000, -7.704459e-001,
3083000000, -7.721143e-001,
3084000000, -7.737782e-001,
3085000000, -7.727186e-001,
3086000000, -7.699367e-001,
3087000000, -7.718434e-001,
3088000000, -7.734327e-001,
3089000000, -7.743098e-001,
3090000000, -7.676095e-001,
3091000000, -7.722758e-001,
3092000000, -7.665718e-001,
3093000000, -7.663661e-001,
3094000000, -7.643577e-001,
3095000000, -7.658862e-001,
3096000000, -7.664266e-001,
3097000000, -7.645805e-001,
3098000000, -7.643206e-001,
3099000000, -7.668735e-001,
3100000000, -7.672864e-001,
3101000000, -7.670755e-001,
3102000000, -7.669632e-001,
3103000000, -7.679188e-001,
3104000000, -7.692364e-001,
3105000000, -7.698702e-001,
3106000000, -7.714364e-001,
3107000000, -7.735815e-001,
3108000000, -7.741244e-001,
3109000000, -7.761775e-001,
3110000000, -7.804819e-001,
3111000000, -7.810130e-001,
3112000000, -7.834277e-001,
3113000000, -7.844677e-001,
3114000000, -7.858002e-001,
3115000000, -7.850531e-001,
3116000000, -7.882362e-001,
3117000000, -7.894139e-001,
3118000000, -7.872389e-001,
3119000000, -7.896606e-001,
3120000000, -7.895103e-001,
3121000000, -7.907459e-001,
3122000000, -7.883723e-001,
3123000000, -7.897094e-001,
3124000000, -7.891827e-001,
3125000000, -7.881458e-001,
3126000000, -7.878245e-001,
3127000000, -7.910243e-001,
3128000000, -7.902347e-001,
3129000000, -7.892913e-001,
3130000000, -7.895996e-001,
3131000000, -7.915812e-001,
3132000000, -7.920282e-001,
3133000000, -7.930605e-001,
3134000000, -7.925605e-001,
3135000000, -7.931783e-001,
3136000000, -7.945881e-001,
3137000000, -7.927443e-001,
3138000000, -7.962750e-001,
3139000000, -7.949398e-001,
3140000000, -7.931650e-001,
3141000000, -7.946748e-001,
3142000000, -7.928197e-001,
3143000000, -7.942737e-001,
3144000000, -7.900427e-001,
3145000000, -7.914525e-001,
3146000000, -7.945276e-001,
3147000000, -7.924054e-001,
3148000000, -7.930133e-001,
3149000000, -7.931718e-001,
3150000000, -7.895656e-001,
3151000000, -7.933673e-001,
3152000000, -7.910103e-001,
3153000000, -7.917429e-001,
3154000000, -7.829081e-001,
3155000000, -7.887169e-001,
3156000000, -7.896460e-001,
3157000000, -7.923316e-001,
3158000000, -7.929243e-001,
3159000000, -7.934492e-001,
3160000000, -7.925946e-001,
3161000000, -7.969224e-001,
3162000000, -7.998572e-001,
3163000000, -7.991771e-001,
3164000000, -8.043998e-001,
3165000000, -8.046587e-001,
3166000000, -8.065025e-001,
3167000000, -8.080528e-001,
3168000000, -8.085922e-001,
3169000000, -8.102388e-001,
3170000000, -8.115752e-001,
3171000000, -8.090770e-001,
3172000000, -8.108860e-001,
3173000000, -8.131660e-001,
3174000000, -8.093525e-001,
3175000000, -8.117999e-001,
3176000000, -8.129004e-001,
3177000000, -8.180472e-001,
3178000000, -8.198006e-001,
3179000000, -8.186092e-001,
3180000000, -8.168979e-001,
3181000000, -8.200211e-001,
3182000000, -8.178658e-001,
3183000000, -8.181059e-001,
3184000000, -8.242135e-001,
3185000000, -8.231992e-001,
3186000000, -8.245073e-001,
3187000000, -8.251103e-001,
3188000000, -8.278562e-001,
3189000000, -8.267413e-001,
3190000000, -8.277326e-001,
3191000000, -8.274872e-001,
3192000000, -8.271377e-001,
3193000000, -8.265118e-001,
3194000000, -8.255639e-001,
3195000000, -8.270817e-001,
3196000000, -8.276130e-001,
3197000000, -8.262622e-001,
3198000000, -8.276096e-001,
3199000000, -8.260294e-001,
3200000000, -8.280222e-001,
3201000000, -8.280038e-001,
3202000000, -8.284227e-001,
3203000000, -8.261805e-001,
3204000000, -8.290177e-001,
3205000000, -8.241556e-001,
3206000000, -8.236451e-001,
3207000000, -8.215955e-001,
3208000000, -8.250858e-001,
3209000000, -8.226226e-001,
3210000000, -8.235906e-001,
3211000000, -8.249653e-001,
3212000000, -8.234457e-001,
3213000000, -8.252118e-001,
3214000000, -8.308254e-001,
3215000000, -8.307415e-001,
3216000000, -8.264490e-001,
3217000000, -8.321780e-001,
3218000000, -8.315164e-001,
3219000000, -8.345579e-001,
3220000000, -8.345132e-001,
3221000000, -8.378524e-001,
3222000000, -8.373041e-001,
3223000000, -8.399523e-001,
3224000000, -8.412891e-001,
3225000000, -8.455219e-001,
3226000000, -8.463104e-001,
3227000000, -8.463227e-001,
3228000000, -8.478158e-001,
3229000000, -8.499277e-001,
3230000000, -8.520818e-001,
3231000000, -8.515648e-001,
3232000000, -8.554849e-001,
3233000000, -8.567343e-001,
3234000000, -8.561824e-001,
3235000000, -8.589913e-001,
3236000000, -8.615475e-001,
3237000000, -8.630525e-001,
3238000000, -8.612454e-001,
3239000000, -8.656836e-001,
3240000000, -8.677776e-001,
3241000000, -8.649254e-001,
3242000000, -8.679700e-001,
3243000000, -8.697159e-001,
3244000000, -8.667541e-001,
3245000000, -8.662600e-001,
3246000000, -8.725743e-001,
3247000000, -8.713722e-001,
3248000000, -8.714463e-001,
3249000000, -8.727280e-001,
3250000000, -8.737238e-001,
3251000000, -8.718142e-001,
3252000000, -8.729709e-001,
3253000000, -8.732996e-001,
3254000000, -8.720732e-001,
3255000000, -8.716942e-001,
3256000000, -8.713762e-001,
3257000000, -8.695928e-001,
3258000000, -8.707072e-001,
3259000000, -8.698512e-001,
3260000000, -8.685679e-001,
3261000000, -8.688172e-001,
3262000000, -8.726773e-001,
3263000000, -8.716956e-001,
3264000000, -8.714039e-001,
3265000000, -8.729618e-001,
3266000000, -8.730002e-001,
3267000000, -8.716236e-001,
3268000000, -8.773987e-001,
