"S11 Log Mag"
"Frequency (Hz)","dB",
3372000000, -1.346425e+001,
3373000000, -1.345469e+001,
3374000000, -1.345372e+001,
3375000000, -1.345023e+001,
3376000000, -1.343743e+001,
3377000000, -1.343041e+001,
3378000000, -1.342095e+001,
3379000000, -1.340656e+001,
3380000000, -1.339225e+001,
3381000000, -1.338235e+001,
3382000000, -1.336987e+001,
3383000000, -1.335812e+001,
3384000000, -1.335308e+001,
3385000000, -1.334019e+001,
3386000000, -1.333228e+001,
3387000000, -1.333160e+001,
3388000000, -1.332891e+001,
3389000000, -1.333039e+001,
3390000000, -1.333395e+001,
3391000000, -1.334364e+001,
3392000000, -1.334855e+001,
3393000000, -1.335793e+001,
3394000000, -1.336099e+001,
3395000000, -1.336404e+001,
3396000000, -1.336716e+001,
3397000000, -1.336408e+001,
3398000000, -1.336097e+001,
3399000000, -1.336262e+001,
3400000000, -1.336651e+001,
3401000000, -1.337698e+001,
3402000000, -1.339850e+001,
3403000000, -1.341435e+001,
3404000000, -1.343498e+001,
3405000000, -1.344871e+001,
3406000000, -1.345830e+001,
3407000000, -1.346696e+001,
3408000000, -1.346396e+001,
3409000000, -1.346496e+001,
3410000000, -1.346132e+001,
3411000000, -1.345300e+001,
3412000000, -1.344229e+001,
3413000000, -1.343679e+001,
3414000000, -1.342619e+001,
3415000000, -1.342627e+001,
3416000000, -1.342581e+001,
3417000000, -1.342516e+001,
3418000000, -1.342625e+001,
3419000000, -1.342809e+001,
3420000000, -1.342776e+001,
3421000000, -1.343567e+001,
3422000000, -1.343569e+001,
3423000000, -1.344571e+001,
3424000000, -1.344275e+001,
3425000000, -1.344004e+001,
3426000000, -1.342896e+001,
3427000000, -1.341208e+001,
3428000000, -1.339512e+001,
3429000000, -1.336621e+001,
3430000000, -1.333780e+001,
3431000000, -1.330766e+001,
3432000000, -1.327710e+001,
3433000000, -1.324878e+001,
3434000000, -1.322183e+001,
3435000000, -1.319485e+001,
3436000000, -1.317463e+001,
3437000000, -1.315761e+001,
3438000000, -1.314111e+001,
3439000000, -1.312707e+001,
3440000000, -1.311473e+001,
3441000000, -1.310205e+001,
3442000000, -1.308690e+001,
3443000000, -1.306738e+001,
3444000000, -1.305172e+001,
3445000000, -1.303526e+001,
3446000000, -1.301555e+001,
3447000000, -1.299876e+001,
3448000000, -1.298412e+001,
3449000000, -1.297575e+001,
3450000000, -1.296916e+001,
3451000000, -1.296739e+001,
3452000000, -1.296935e+001,
3453000000, -1.297626e+001,
3454000000, -1.297903e+001,
3455000000, -1.298061e+001,
3456000000, -1.298353e+001,
3457000000, -1.298513e+001,
3458000000, -1.298846e+001,
3459000000, -1.299532e+001,
3460000000, -1.299827e+001,
3461000000, -1.300677e+001,
3462000000, -1.301322e+001,
3463000000, -1.301911e+001,
3464000000, -1.302531e+001,
3465000000, -1.303513e+001,
3466000000, -1.303706e+001,
3467000000, -1.304563e+001,
3468000000, -1.305803e+001,
3469000000, -1.306595e+001,
3470000000, -1.308069e+001,
3471000000, -1.309288e+001,
3472000000, -1.311072e+001,
3473000000, -1.312341e+001,
3474000000, -1.312747e+001,
3475000000, -1.313031e+001,
3476000000, -1.312730e+001,
