"S11 Log Mag"
"Frequency (Hz)","dB",
3211000000, -1.239882e+000,
3212000000, -1.237813e+000,
3213000000, -1.244371e+000,
3214000000, -1.247970e+000,
3215000000, -1.248625e+000,
3216000000, -1.243853e+000,
3217000000, -1.250013e+000,
3218000000, -1.250270e+000,
3219000000, -1.257638e+000,
3220000000, -1.256710e+000,
3221000000, -1.261147e+000,
3222000000, -1.265423e+000,
3223000000, -1.266259e+000,
3224000000, -1.269395e+000,
3225000000, -1.274478e+000,
3226000000, -1.275056e+000,
3227000000, -1.278835e+000,
3228000000, -1.276868e+000,
3229000000, -1.277957e+000,
3230000000, -1.280901e+000,
3231000000, -1.282022e+000,
3232000000, -1.285682e+000,
3233000000, -1.285365e+000,
3234000000, -1.286373e+000,
3235000000, -1.290704e+000,
3236000000, -1.293155e+000,
3237000000, -1.295749e+000,
3238000000, -1.294523e+000,
3239000000, -1.300832e+000,
3240000000, -1.300555e+000,
3241000000, -1.302003e+000,
3242000000, -1.299612e+000,
3243000000, -1.308936e+000,
3244000000, -1.304643e+000,
3245000000, -1.302586e+000,
3246000000, -1.309433e+000,
3247000000, -1.306440e+000,
3248000000, -1.307498e+000,
3249000000, -1.308398e+000,
3250000000, -1.312132e+000,
3251000000, -1.309884e+000,
3252000000, -1.309120e+000,
3253000000, -1.312310e+000,
3254000000, -1.309943e+000,
3255000000, -1.310219e+000,
3256000000, -1.312290e+000,
3257000000, -1.308985e+000,
3258000000, -1.308976e+000,
3259000000, -1.308895e+000,
3260000000, -1.309059e+000,
3261000000, -1.309410e+000,
3262000000, -1.315057e+000,
3263000000, -1.313779e+000,
3264000000, -1.317406e+000,
3265000000, -1.321196e+000,
3266000000, -1.323574e+000,
3267000000, -1.324093e+000,
3268000000, -1.334110e+000,
3269000000, -1.333672e+000,
3270000000, -1.334600e+000,
3271000000, -1.341955e+000,
3272000000, -1.339745e+000,
3273000000, -1.344665e+000,
3274000000, -1.346054e+000,
3275000000, -1.348246e+000,
3276000000, -1.352252e+000,
3277000000, -1.357883e+000,
3278000000, -1.350321e+000,
3279000000, -1.357273e+000,
3280000000, -1.356073e+000,
3281000000, -1.355757e+000,
3282000000, -1.358871e+000,
3283000000, -1.362662e+000,
3284000000, -1.366709e+000,
3285000000, -1.371013e+000,
3286000000, -1.374740e+000,
