FILENAME,E:\T_23\23_USP\ACQUIREDDATA\4AVVF18.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,-179,180,1,FORWARD,
FREQ,SINGLE,1,18,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-067.419,-172.9494,-044.170,156.2283,
-066.664,-165.9450,-044.077,156.2523,
-065.960,-159.2199,-044.092,156.2443,
-065.392,-153.7035,-044.151,156.2292,
-064.677,-147.7009,-044.228,156.2053,
-064.026,-140.2933,-044.224,156.2089,
-063.498,-133.4637,-044.158,156.2175,
-062.972,-124.9317,-044.077,156.2258,
-062.563,-115.9496,-044.081,156.2223,
-062.297,-108.5320,-044.119,156.2130,
-061.901,-100.0949,-044.168,156.1851,
-061.399,-090.1985,-044.196,156.1681,
-061.044,-082.8834,-044.182,156.1600,
-060.560,-072.6640,-044.149,156.1772,
-060.153,-062.4214,-044.150,156.1706,
-059.811,-054.3396,-044.106,156.1705,
-059.356,-041.3281,-044.154,156.1599,
-059.017,-031.4434,-044.164,156.1610,
-058.746,-023.9400,-044.188,156.1549,
-058.318,-011.2217,-044.134,156.1765,
-058.072,-000.7037,-044.086,156.1974,
-057.904,007.3932,-044.051,156.2116,
-057.643,020.4415,-044.044,156.2135,
-057.469,030.9894,-044.132,156.1797,
-057.346,038.8392,-044.204,156.1570,
-057.120,053.2105,-044.182,156.1639,
-056.983,063.3875,-044.110,156.1747,
-056.889,071.6675,-044.120,156.1908,
-056.754,086.8065,-044.222,156.1824,
-056.716,096.6206,-044.245,156.1669,
-056.696,106.4178,-044.244,156.1645,
-056.694,124.6633,-044.169,156.1589,
-056.696,136.0450,-044.167,156.1434,
-056.743,147.6045,-044.180,156.1446,
-056.804,167.0307,-044.248,156.1427,
-056.818,179.4601,-044.241,156.1547,
-056.858,-165.5957,-044.198,156.1758,
-056.829,-143.5526,-044.163,156.1708,
-056.795,-131.0682,-044.168,156.1733,
-056.720,-114.6373,-044.175,156.1864,
-056.686,-092.5733,-044.194,156.2023,
-056.721,-079.1438,-044.171,156.1930,
-056.771,-060.8424,-044.150,156.1676,
-056.752,-038.8040,-044.169,156.1598,
-056.754,-024.8663,-044.210,156.1797,
-056.694,-003.2926,-044.146,156.2077,
-056.569,015.6374,-044.068,156.2183,
-056.473,029.0671,-044.047,156.2183,
-056.296,050.4351,-044.102,156.1801,
-056.141,067.3372,-044.207,156.1441,
-056.036,080.7565,-044.240,156.1494,
-056.045,100.7055,-044.185,156.1657,
-056.087,114.0521,-044.126,156.1659,
-056.212,126.4778,-044.083,156.1633,
-056.521,143.9854,-044.094,156.1578,
-056.835,155.9308,-044.123,156.1552,
-057.263,169.0745,-044.162,156.1606,
-057.837,-175.7655,-044.158,156.1543,
-058.317,-166.1732,-044.115,156.1587,
-058.945,-154.8222,-044.100,156.1559,
-059.632,-142.6843,-044.078,156.1616,
-059.999,-133.7938,-044.083,156.1633,
-060.390,-120.9965,-044.107,156.1697,
-060.779,-107.1998,-044.178,156.1636,
-061.088,-096.1093,-044.185,156.1637,
-061.420,-080.5686,-044.132,156.1856,
-061.747,-065.4440,-044.031,156.2072,
-062.108,-053.0213,-044.036,156.2069,
-062.555,-034.0847,-044.082,156.1922,
-062.902,-018.3362,-044.127,156.1900,
-063.141,-004.0370,-044.152,156.1890,
-063.653,012.6202,-044.120,156.2024,
-064.178,024.8661,-044.105,156.2025,
-064.910,039.0801,-044.162,156.1804,
-065.550,054.0945,-044.186,156.1869,
-065.744,063.5526,-044.165,156.1812,
-065.858,073.8170,-044.120,156.2082,
-065.666,084.9222,-044.086,156.2269,
-065.358,094.8540,-044.109,156.2264,
-064.560,109.7604,-044.165,156.1989,
-063.723,126.5674,-044.134,156.2097,
-063.079,138.7374,-044.112,156.2283,
-062.248,157.7468,-044.094,156.2304,
-061.482,177.7807,-044.130,156.2333,
-060.992,-167.7151,-044.160,156.2351,
-060.517,-145.7736,-044.160,156.2241,
-060.147,-125.1559,-044.178,156.2298,
-059.852,-107.9490,-044.172,156.2349,
-059.442,-080.1120,-044.150,156.2388,
-059.082,-059.1938,-044.148,156.2450,
-058.661,-041.4800,-044.122,156.2523,
-058.017,-014.5359,-044.038,156.2983,
-057.496,004.9084,-044.018,156.3012,
-057.013,023.8656,-044.067,156.2764,
-056.473,047.2435,-044.153,156.2337,
-056.148,062.1036,-044.173,156.2253,
-055.924,078.0531,-044.136,156.2392,
-055.942,098.8220,-044.053,156.2562,
-056.111,112.3769,-044.045,156.2517,
-056.447,128.9852,-044.102,156.2152,
-057.001,147.6494,-044.173,156.2076,
-057.548,160.1384,-044.176,156.2093,
-058.609,177.5084,-044.175,156.2200,
-060.080,-163.6403,-044.141,156.2504,
-061.292,-150.0171,-044.102,156.2557,
-063.466,-129.2327,-044.055,156.2824,
-065.994,-108.6497,-044.074,156.2776,
-068.333,-091.5049,-044.114,156.2615,
-073.419,-063.7750,-044.167,156.2846,
-079.306,-033.8450,-044.178,156.2626,
-087.025,006.0809,-044.108,156.2829,
-086.672,-153.7138,-044.019,156.2978,
-076.609,-130.5870,-044.052,156.2792,
-071.766,-110.0174,-044.140,156.2601,
-068.124,-085.0974,-044.164,156.2332,
-066.028,-067.6684,-044.116,156.2710,
-063.727,-048.4578,-044.117,156.2614,
-061.438,-024.2819,-044.160,156.2489,
-060.061,-007.4714,-044.170,156.2532,
-058.534,012.8425,-044.183,156.2614,
-057.189,031.9978,-044.132,156.2644,
-056.256,046.9901,-044.090,156.2477,
-055.205,066.0600,-044.079,156.2480,
-054.423,083.9554,-044.100,156.2540,
-053.929,097.2581,-044.156,156.2476,
-053.413,114.9558,-044.158,156.2085,
-053.123,129.7873,-044.110,156.1687,
-052.915,143.1945,-044.111,156.1574,
-052.840,161.6330,-044.138,156.1756,
-052.865,174.9776,-044.207,156.1768,
-052.937,-171.7689,-044.209,156.1715,
-053.163,-154.1975,-044.137,156.1655,
-053.386,-141.9397,-044.110,156.1785,
-053.638,-126.8026,-044.112,156.1871,
-053.982,-110.4433,-044.124,156.1967,
-054.312,-099.9388,-044.092,156.2298,
-054.820,-086.7548,-044.032,156.2408,
-055.401,-073.4002,-043.993,156.2445,
-055.833,-064.6847,-044.038,156.2135,
-056.523,-054.1682,-044.073,156.2110,
-057.438,-045.2886,-044.092,156.2258,
-058.159,-039.5305,-044.051,156.2371,
-059.378,-033.1487,-044.014,156.2505,
-060.645,-029.9419,-044.066,156.2430,
-061.655,-030.0088,-044.093,156.2398,
-063.068,-032.9578,-044.121,156.2303,
-063.905,-038.8078,-044.107,156.2237,
-064.184,-044.9717,-044.094,156.2285,
