FILENAME,E:\T_23\23_USP\ACQUIREDDATA\4AHVF10.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,-179,180,1,FORWARD,
FREQ,SINGLE,1,10.5,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-071.012,091.5666,-051.585,-111.5163,
-071.334,094.8112,-051.576,-111.5102,
-071.712,097.0643,-051.609,-111.5044,
-071.988,099.3948,-051.605,-111.5073,
-072.192,100.6273,-051.601,-111.5129,
-072.217,103.1805,-051.613,-111.5082,
-072.261,106.2039,-051.612,-111.4999,
-072.284,111.0719,-051.609,-111.5157,
-072.295,117.3144,-051.605,-111.5153,
-072.176,120.8924,-051.605,-111.5107,
-072.172,126.6577,-051.608,-111.5022,
-072.122,131.3928,-051.613,-111.5277,
-072.201,135.9298,-051.608,-111.5287,
-072.311,141.1474,-051.607,-111.5245,
-072.321,145.0035,-051.601,-111.5093,
-072.130,148.6469,-051.596,-111.5252,
-071.865,153.5681,-051.594,-111.5149,
-071.685,157.9836,-051.593,-111.5194,
-071.939,161.3268,-051.600,-111.5208,
-071.728,167.1578,-051.583,-111.4949,
-071.431,171.1416,-051.598,-111.5257,
-071.334,174.2349,-051.573,-111.5099,
-071.155,179.2486,-051.586,-111.5074,
-070.902,-176.9950,-051.576,-111.5184,
-071.027,-173.4675,-051.579,-111.5054,
-071.166,-165.8844,-051.564,-111.5222,
-071.165,-160.6292,-051.549,-111.5055,
-071.178,-156.0819,-051.569,-111.5055,
-071.231,-148.5531,-051.588,-111.5027,
-071.403,-144.1478,-051.596,-111.5297,
-071.486,-140.0115,-051.588,-111.5067,
-071.534,-133.3494,-051.575,-111.4949,
-071.496,-128.1013,-051.565,-111.4930,
-071.571,-124.0005,-051.548,-111.4969,
-071.752,-117.1013,-051.542,-111.4941,
-071.898,-113.0664,-051.606,-111.5068,
-072.112,-108.7518,-051.559,-111.5007,
-072.247,-104.6249,-051.578,-111.5032,
-072.401,-103.0822,-051.564,-111.5064,
-072.215,-103.4806,-051.568,-111.4954,
-072.748,-101.8551,-051.554,-111.4839,
-072.965,-101.0431,-051.552,-111.5028,
-073.235,-098.9845,-051.565,-111.4945,
-073.744,-096.2855,-051.557,-111.4997,
-074.142,-092.0879,-051.564,-111.5026,
-075.345,-081.7717,-051.556,-111.4957,
-076.910,-067.7761,-051.559,-111.5135,
-078.221,-059.5227,-051.541,-111.5046,
-080.398,-054.9637,-051.550,-111.4998,
-082.036,-059.1422,-051.566,-111.5010,
-083.225,-068.7472,-051.556,-111.5047,
-084.598,-090.7991,-051.559,-111.5068,
-082.915,-108.3363,-051.557,-111.4906,
-080.654,-117.2886,-051.549,-111.5003,
-078.359,-116.2908,-051.562,-111.5142,
-077.427,-112.9996,-051.573,-111.4977,
-076.985,-108.0524,-051.588,-111.5091,
-077.106,-102.7221,-051.596,-111.5087,
-077.846,-099.7022,-051.587,-111.5075,
-078.896,-096.0289,-051.578,-111.5098,
-080.162,-092.3952,-051.587,-111.5096,
-080.616,-089.0108,-051.576,-111.5096,
-080.851,-087.5041,-051.575,-111.5150,
-080.165,-084.2170,-051.579,-111.5157,
-079.965,-083.4997,-051.579,-111.5208,
-080.004,-080.4697,-051.571,-111.5042,
-080.469,-080.3399,-051.567,-111.5141,
-081.109,-079.2936,-051.564,-111.5183,
-081.787,-082.2200,-051.563,-111.5049,
-081.443,-081.7424,-051.546,-111.5085,
-080.743,-079.5130,-051.550,-111.4992,
-078.872,-073.2799,-051.556,-111.5158,
-077.531,-065.0522,-051.582,-111.5100,
-076.246,-058.2032,-051.574,-111.5100,
-074.994,-051.0699,-051.598,-111.5184,
-074.415,-047.0808,-051.606,-111.5150,
-074.029,-043.0567,-051.607,-111.5251,
-074.040,-039.6575,-051.595,-111.5272,
-074.088,-037.3977,-051.607,-111.5176,
-073.943,-034.7766,-051.581,-111.5116,
-073.417,-031.1380,-051.597,-111.5268,
-073.009,-028.3024,-051.602,-111.5305,
-072.438,-021.9704,-051.601,-111.5093,
-071.810,-015.2308,-051.603,-111.5126,
-071.209,-010.0526,-051.612,-111.5227,
-070.388,-002.4478,-051.600,-111.5210,
-069.704,003.2065,-051.598,-111.5184,
-069.142,008.1584,-051.609,-111.5224,
-068.714,014.4287,-051.607,-111.5093,
-068.649,018.6670,-051.612,-111.5215,
-068.727,023.4674,-051.610,-111.5133,
-069.057,030.2190,-051.600,-111.5040,
-069.369,035.4517,-051.585,-111.5137,
-069.534,040.5107,-051.593,-111.5060,
-069.590,046.2202,-051.602,-111.5197,
-069.533,049.4750,-051.597,-111.5077,
-069.409,052.8390,-051.598,-111.5269,
-069.352,056.5692,-051.585,-111.5203,
-069.340,058.4532,-051.575,-111.5074,
-069.402,061.3279,-051.578,-111.5122,
-069.420,064.7915,-051.579,-111.5230,
-069.466,067.4313,-051.581,-111.5098,
-069.551,071.2720,-051.588,-111.4973,
-069.718,074.6553,-051.580,-111.5113,
-069.878,077.3942,-051.578,-111.5074,
-070.213,080.5832,-051.565,-111.5057,
-070.636,082.5309,-051.561,-111.5107,
-071.189,083.3623,-051.563,-111.4960,
-072.113,083.2987,-051.559,-111.5090,
-072.882,081.7955,-051.560,-111.5121,
-073.594,078.4267,-051.562,-111.5180,
-074.226,068.8423,-051.560,-111.4976,
-074.177,059.5710,-051.555,-111.5034,
-073.850,049.5908,-051.556,-111.5008,
-073.002,038.5931,-051.553,-111.5035,
-072.426,032.5484,-051.541,-111.5136,
-071.826,027.5216,-051.553,-111.5114,
-071.185,023.2605,-051.590,-111.5290,
-070.709,021.4548,-051.601,-111.5306,
-070.195,020.9383,-051.599,-111.5316,
-069.597,021.0191,-051.581,-111.5104,
-069.172,021.9568,-051.582,-111.5087,
-068.438,024.4079,-051.556,-111.4999,
-067.776,026.9530,-051.550,-111.5086,
-067.395,028.9344,-051.572,-111.5082,
-066.841,032.0157,-051.572,-111.5068,
-066.622,033.4414,-051.575,-111.5008,
-066.484,035.4137,-051.588,-111.5091,
-066.470,038.3838,-051.592,-111.4922,
-066.575,041.3787,-051.591,-111.5082,
-066.693,044.6425,-051.575,-111.4886,
-066.858,048.6871,-051.567,-111.4899,
-067.011,050.8073,-051.558,-111.5037,
-067.287,053.2083,-051.574,-111.5027,
-067.926,056.8425,-051.563,-111.4964,
-068.463,060.2083,-051.574,-111.4902,
-068.998,065.8014,-051.562,-111.4959,
-069.381,072.1615,-051.574,-111.4988,
-069.574,074.7828,-051.566,-111.5100,
-070.072,077.9219,-051.573,-111.4896,
-070.643,078.7688,-051.577,-111.4916,
-071.128,078.6893,-051.572,-111.5000,
-071.821,079.4697,-051.572,-111.4919,
