FILENAME,E:\T_23\23_USP\ACQUIREDDATA\4AHHF03.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,-179,180,1,FORWARD,
FREQ,SINGLE,1,3,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-054.651,-034.1342,-039.418,-024.4038,
-054.590,-033.4421,-039.373,-024.3967,
-054.568,-032.8625,-039.400,-024.4231,
-054.531,-032.2204,-039.385,-024.4053,
-054.495,-031.5809,-039.438,-024.4344,
-054.496,-030.7636,-039.470,-024.4726,
-054.479,-030.2827,-039.472,-024.4526,
-054.491,-029.5342,-039.477,-024.4662,
-054.490,-028.9388,-039.478,-024.4809,
-054.476,-028.2399,-039.470,-024.4692,
-054.534,-027.4483,-039.498,-024.4957,
-054.568,-026.6590,-039.482,-024.4730,
-054.587,-026.1072,-039.501,-024.4777,
-054.672,-025.4030,-039.491,-024.4721,
-054.736,-024.5609,-039.529,-024.4790,
-054.790,-023.9853,-039.518,-024.4955,
-054.868,-023.0768,-039.567,-024.5165,
-054.918,-022.3548,-039.539,-024.4987,
-054.976,-021.6867,-039.567,-024.5026,
-055.082,-020.7151,-039.531,-024.5179,
-055.126,-019.9756,-039.509,-024.5001,
-055.149,-019.6352,-039.516,-024.5122,
-055.261,-018.6549,-039.562,-024.5280,
-055.314,-018.0764,-039.541,-024.5215,
-055.325,-017.2632,-039.526,-024.5019,
-055.364,-016.3722,-039.526,-024.5284,
-055.403,-015.6801,-039.600,-024.5588,
-055.430,-014.9104,-039.634,-024.5593,
-055.438,-013.3930,-039.656,-024.5835,
-055.459,-012.7933,-039.649,-024.5734,
-055.501,-012.2913,-039.604,-024.5649,
-055.575,-011.3434,-039.570,-024.5344,
-055.587,-010.6311,-039.520,-024.5102,
-055.654,-010.1815,-039.493,-024.4992,
-055.685,-009.1890,-039.509,-024.5197,
-055.733,-008.5529,-039.548,-024.5291,
-055.749,-007.9118,-039.486,-024.5136,
-055.770,-007.1370,-039.460,-024.4910,
-055.787,-006.5030,-039.503,-024.5176,
-055.790,-005.4495,-039.563,-024.5430,
-055.787,-004.3376,-039.527,-024.5131,
-055.776,-003.8823,-039.495,-024.5358,
-055.751,-002.8392,-039.634,-024.5733,
-055.713,-001.6820,-039.590,-024.5613,
-055.693,-001.3191,-039.625,-024.5635,
-055.623,-000.9914,-039.585,-024.5239,
-055.555,-000.5389,-039.576,-024.5458,
-055.529,-000.3691,-039.542,-024.5189,
-055.500,-000.0178,-039.519,-024.5184,
-055.489,000.1950,-039.602,-024.5456,
-055.449,000.1407,-039.576,-024.5329,
-055.453,000.0553,-039.542,-024.5479,
-055.476,-000.0902,-039.519,-024.5024,
-055.425,-000.3060,-039.472,-024.4882,
-055.411,-000.2164,-039.526,-024.5170,
-055.371,000.1261,-039.525,-024.4929,
-055.324,000.5875,-039.451,-024.4747,
-055.272,000.5081,-039.451,-024.4910,
-055.198,000.7529,-039.506,-024.5101,
-055.088,001.0960,-039.529,-024.5207,
-055.011,002.2885,-039.524,-024.5278,
-054.916,002.8228,-039.557,-024.5176,
-054.828,003.2165,-039.485,-024.5068,
-054.744,003.3449,-039.476,-024.5021,
-054.694,003.6099,-039.485,-024.4944,
-054.622,003.9961,-039.544,-024.5509,
-054.598,004.5577,-039.545,-024.5252,
-054.583,004.6102,-039.550,-024.5240,
-054.575,005.1585,-039.606,-024.5726,
-054.573,005.6130,-039.572,-024.5421,
-054.601,006.4643,-039.606,-024.5751,
-054.617,007.3208,-039.594,-024.5778,
-054.662,008.1874,-039.527,-024.5386,
-054.687,009.2278,-039.540,-024.5239,
-054.699,010.2701,-039.508,-024.5326,
-054.723,011.1628,-039.490,-024.5207,
-054.734,012.2788,-039.524,-024.5323,
-054.744,013.3605,-039.482,-024.5088,
-054.752,014.2671,-039.522,-024.5246,
-054.739,015.6894,-039.534,-024.5381,
-054.727,016.9276,-039.548,-024.5255,
-054.717,017.7172,-039.562,-024.5433,
-054.673,019.3158,-039.530,-024.5159,
-054.608,020.2776,-039.526,-024.5249,
-054.576,021.3811,-039.545,-024.5264,
-054.546,022.7040,-039.525,-024.5217,
-054.512,023.9588,-039.529,-024.5093,
-054.484,024.9446,-039.555,-024.5193,
-054.462,026.4068,-039.531,-024.5135,
-054.420,027.4464,-039.531,-024.4902,
-054.402,028.2458,-039.550,-024.4995,
-054.383,029.4303,-039.513,-024.4944,
-054.367,030.5583,-039.505,-024.4802,
-054.343,031.4639,-039.511,-024.4638,
-054.323,032.3355,-039.498,-024.4808,
-054.309,033.1657,-039.538,-024.4978,
-054.296,033.6670,-039.532,-024.4785,
-054.285,034.6251,-039.550,-024.4811,
-054.285,035.2566,-039.543,-024.4792,
-054.302,035.8527,-039.530,-024.4869,
-054.313,036.6162,-039.513,-024.4853,
-054.322,036.9601,-039.519,-024.4769,
-054.333,037.4326,-039.489,-024.4587,
-054.348,037.9848,-039.505,-024.4571,
-054.371,038.0751,-039.536,-024.5007,
-054.374,038.3188,-039.512,-024.4624,
-054.387,038.7157,-039.515,-024.4768,
-054.403,038.9745,-039.510,-024.4652,
-054.456,039.2030,-039.533,-024.4968,
-054.484,039.2483,-039.520,-024.4871,
-054.517,039.4292,-039.526,-024.4843,
-054.575,039.3907,-039.485,-024.4574,
-054.648,039.6417,-039.524,-024.4698,
-054.702,039.8163,-039.537,-024.4748,
-054.794,040.3987,-039.540,-024.4846,
-054.856,040.8959,-039.548,-024.5024,
-054.952,041.2062,-039.556,-024.4900,
-055.047,041.6600,-039.534,-024.4917,
-055.125,042.0049,-039.529,-024.4641,
-055.241,042.8132,-039.540,-024.4753,
-055.367,043.3438,-039.520,-024.4952,
-055.476,043.9542,-039.543,-024.4745,
-055.606,044.4161,-039.492,-024.4672,
-055.741,044.7752,-039.531,-024.4787,
-055.850,045.1408,-039.568,-024.4929,
-055.997,045.4813,-039.591,-024.5049,
-056.117,046.1598,-039.576,-024.5038,
-056.242,046.5262,-039.546,-024.4809,
-056.383,046.7439,-039.511,-024.4720,
-056.477,047.0302,-039.521,-024.4879,
-056.592,047.1129,-039.520,-024.4801,
-056.706,047.5593,-039.479,-024.4623,
-056.765,047.8190,-039.506,-024.4730,
-056.828,048.2163,-039.482,-024.4835,
-056.938,047.7467,-039.511,-024.4777,
-056.967,047.7625,-039.501,-024.4858,
-057.031,047.9060,-039.496,-024.4904,
-057.124,047.5623,-039.440,-024.4590,
-057.180,047.2276,-039.450,-024.4751,
-057.305,046.7090,-039.468,-024.4731,
-057.496,046.3858,-039.425,-024.4753,
-057.523,046.0913,-039.442,-024.4828,
-057.648,044.8821,-039.421,-024.4740,
