FILENAME,E:\T_23\23_USP\ACQUIREDDATA\2AVVF06.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,180,-179,1,REVERSE,
FREQ,SINGLE,1,6,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-069.187,002.0763,-036.992,-110.1890,
-072.668,026.8138,-036.981,-110.1890,
-073.310,063.0443,-036.990,-110.1850,
-070.852,091.4775,-037.016,-110.2249,
-067.755,106.8798,-036.997,-110.2306,
-065.406,114.1397,-036.989,-110.2131,
-063.531,117.5868,-036.993,-110.2179,
-061.847,120.1663,-036.947,-110.1805,
-060.279,121.7448,-036.945,-110.1795,
-059.144,122.7507,-036.950,-110.1826,
-058.046,123.4341,-036.942,-110.1994,
-056.851,123.9267,-036.904,-110.1859,
-056.011,124.2735,-036.905,-110.1964,
-055.195,124.4004,-036.910,-110.2238,
-054.373,124.5197,-036.956,-110.2605,
-053.843,124.7568,-036.983,-110.3109,
-053.263,125.1904,-036.991,-110.3376,
-052.681,125.6061,-036.998,-110.3465,
-052.264,126.3883,-037.011,-110.3366,
-051.786,127.6812,-037.004,-110.3225,
-051.319,128.7890,-037.008,-110.3496,
-050.962,129.8952,-036.986,-110.3427,
-050.539,130.7572,-037.002,-110.3224,
-050.135,131.8416,-036.997,-110.3017,
-049.848,132.6716,-036.979,-110.2859,
-049.492,133.6084,-036.989,-110.3039,
-049.167,134.5671,-036.987,-110.3117,
-048.930,135.5468,-036.973,-110.2891,
-048.626,136.4592,-036.962,-110.2741,
-048.388,137.4199,-036.964,-110.3049,
-048.240,138.1683,-036.968,-110.3219,
-048.029,139.4999,-036.979,-110.3252,
-047.907,140.6445,-036.969,-110.3278,
-047.816,141.3738,-036.980,-110.3550,
-047.729,142.9033,-037.001,-110.3641,
-047.707,144.0282,-036.977,-110.3598,
-047.719,145.1047,-036.974,-110.3572,
-047.775,146.6781,-036.965,-110.3646,
-047.838,148.2743,-036.968,-110.3693,
-047.944,149.9466,-036.969,-110.3431,
-048.118,152.1927,-036.988,-110.3781,
-048.284,153.8575,-036.968,-110.3713,
-048.472,155.8117,-036.962,-110.3435,
-048.722,158.3904,-036.964,-110.3299,
-048.982,160.4857,-036.960,-110.3438,
-049.270,162.9449,-036.964,-110.3284,
-049.721,165.7629,-036.979,-110.3228,
-050.046,168.2589,-036.960,-110.2872,
-050.582,171.8181,-036.955,-110.2635,
-051.129,175.6231,-036.942,-110.2689,
-051.616,179.1016,-036.930,-110.2542,
-052.411,-175.7893,-036.905,-110.2466,
-053.150,-170.6591,-036.906,-110.2401,
-053.837,-166.1235,-036.891,-110.2133,
-054.947,-158.0598,-036.854,-110.1765,
-055.817,-151.0631,-036.852,-110.1717,
-056.616,-143.6723,-036.871,-110.1898,
-057.777,-131.0895,-036.882,-110.2037,
-058.515,-120.2944,-036.885,-110.1836,
-059.140,-107.8749,-036.882,-110.1724,
-059.802,-090.5491,-036.900,-110.1969,
-060.076,-077.0422,-036.894,-110.1859,
-060.025,-061.2555,-036.892,-110.1891,
-059.553,-043.7774,-036.891,-110.1883,
-059.004,-031.3855,-036.904,-110.2191,
-058.182,-017.9002,-036.903,-110.2144,
-057.214,-004.7007,-036.895,-110.1948,
-056.400,003.6889,-036.894,-110.1956,
-055.330,013.9216,-036.894,-110.1940,
-054.443,022.3888,-036.913,-110.2207,
-053.762,028.5511,-036.920,-110.2277,
-052.878,036.5664,-036.934,-110.2669,
-052.184,042.4205,-036.943,-110.2985,
-051.650,047.4421,-036.920,-110.2766,
-050.998,055.3214,-036.897,-110.2455,
-050.553,060.7986,-036.896,-110.2514,
-050.128,066.4713,-036.892,-110.2468,
-049.586,073.4612,-036.895,-110.2382,
-049.233,078.7502,-036.887,-110.2075,
-048.844,084.7888,-036.870,-110.1700,
-048.427,091.8168,-036.871,-110.1615,
-048.122,096.5436,-036.872,-110.1809,
-047.799,102.3909,-036.866,-110.1789,
-047.518,108.5071,-036.878,-110.1770,
-047.335,112.8917,-036.864,-110.1743,
-047.143,118.8606,-036.868,-110.1933,
-046.968,124.4527,-036.879,-110.2095,
-046.869,128.6704,-036.890,-110.1986,
-046.743,134.8908,-036.879,-110.2169,
-046.667,140.4441,-036.876,-110.1854,
-046.630,144.7545,-036.885,-110.1935,
-046.626,151.3136,-036.869,-110.1912,
-046.665,156.4815,-036.867,-110.2181,
-046.726,161.3111,-036.867,-110.1889,
-046.884,168.5625,-036.846,-110.1673,
-047.044,173.7069,-036.849,-110.1185,
-047.207,179.1138,-036.863,-110.1215,
-047.462,-173.2046,-036.830,-110.0930,
-047.690,-167.4069,-036.816,-110.0822,
-047.937,-160.8209,-036.817,-110.1258,
-048.302,-152.9369,-036.823,-110.1264,
-048.584,-146.4921,-036.813,-110.1202,
-048.909,-139.3225,-036.815,-110.1332,
-049.294,-131.1292,-036.838,-110.1543,
-049.608,-124.3425,-036.839,-110.1554,
-049.995,-115.9134,-036.863,-110.1362,
-050.444,-106.9171,-036.849,-110.1396,
-050.750,-099.7689,-036.843,-110.1036,
-051.140,-089.8266,-036.869,-110.1143,
-051.475,-080.0373,-036.905,-110.1631,
-051.707,-072.2287,-036.909,-110.2122,
-052.014,-060.4360,-036.921,-110.2445,
-052.190,-050.2873,-036.907,-110.2389,
-052.206,-041.1922,-036.914,-110.2469,
-052.320,-028.6270,-036.922,-110.2440,
-052.209,-019.2819,-036.916,-110.2155,
-052.070,-010.6006,-036.897,-110.1831,
-051.859,000.8976,-036.909,-110.1857,
-051.665,009.1270,-036.897,-110.1679,
-051.440,017.6634,-036.876,-110.1519,
-051.120,027.7376,-036.856,-110.1864,
-050.852,034.8816,-036.864,-110.1640,
-050.401,043.1683,-036.881,-110.2030,
-050.004,051.6092,-036.871,-110.1851,
-049.746,057.6904,-036.876,-110.1976,
-049.453,064.6813,-036.877,-110.1797,
-049.244,072.0628,-036.884,-110.2069,
-049.080,077.1952,-036.889,-110.1710,
-048.880,084.2518,-036.876,-110.1383,
-048.760,090.5403,-036.876,-110.1151,
-048.692,095.1973,-036.874,-110.1386,
-048.748,102.1334,-036.857,-110.1240,
-048.795,109.3467,-036.902,-110.1836,
-048.717,113.2165,-036.904,-110.1886,
-048.638,119.3000,-036.889,-110.2224,
-048.601,124.0776,-036.878,-110.1989,
-048.600,128.3621,-036.855,-110.1633,
-048.672,134.8991,-036.877,-110.1900,
-048.737,140.3826,-036.885,-110.2071,
-048.765,145.9259,-036.875,-110.2220,
-048.830,151.5200,-036.880,-110.2097,
-048.860,156.5167,-036.881,-110.2090,
-048.924,161.4944,-036.869,-110.1823,
-049.036,166.8508,-036.855,-110.1736,
