FILENAME,E:\T_23\23_USP\ACQUIREDDATA\4AVHF13.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,180,-179,1,REVERSE,
FREQ,SINGLE,1,13,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-069.812,-008.9618,-042.054,156.3197,
-065.595,-029.1691,-042.034,156.3052,
-063.045,-038.7662,-042.023,156.2884,
-061.123,-044.4792,-042.042,156.2777,
-059.605,-048.9848,-042.048,156.2649,
-058.521,-052.0177,-042.114,156.2422,
-057.655,-054.0077,-042.177,156.1996,
-056.936,-055.5385,-042.230,156.1809,
-056.251,-056.4613,-042.176,156.1776,
-055.752,-056.4592,-042.153,156.1960,
-055.354,-056.1155,-042.160,156.1819,
-055.045,-054.2085,-042.188,156.1607,
-054.876,-051.5729,-042.261,156.1442,
-054.694,-048.0782,-042.257,156.1427,
-054.491,-043.3669,-042.182,156.1691,
-054.353,-039.7198,-042.098,156.1974,
-054.192,-035.1534,-041.971,156.2469,
-053.997,-029.4701,-041.935,156.2627,
-053.829,-025.3641,-041.931,156.2601,
-053.669,-020.0626,-041.939,156.2458,
-053.555,-014.2476,-041.990,156.2500,
-053.545,-009.6623,-042.024,156.2426,
-053.651,-003.4334,-042.069,156.2353,
-053.873,002.8724,-042.077,156.2433,
-054.114,008.1159,-042.070,156.2404,
-054.498,015.4726,-041.978,156.2552,
-054.922,023.5515,-041.928,156.2736,
-055.266,030.7415,-041.976,156.2577,
-055.751,041.6059,-042.012,156.2216,
-056.145,051.4095,-042.030,156.2220,
-056.429,060.1295,-041.972,156.2481,
-056.835,073.4953,-041.978,156.2531,
-057.067,084.6924,-042.007,156.2509,
-057.197,094.2983,-042.020,156.2405,
-057.396,107.8314,-042.081,156.2306,
-057.628,117.6425,-042.038,156.2463,
-057.958,127.4368,-042.002,156.2609,
-058.650,141.0863,-041.924,156.3089,
-059.440,153.0892,-041.934,156.3268,
-060.378,168.1711,-042.015,156.3128,
-061.264,-170.2885,-042.096,156.3118,
-061.632,-151.9964,-042.146,156.2862,
-061.577,-131.2431,-042.090,156.2896,
-061.068,-109.4755,-042.068,156.2925,
-060.516,-094.9608,-042.014,156.3048,
-059.856,-079.5694,-041.964,156.3138,
-059.479,-065.2677,-041.968,156.3203,
-059.393,-053.1483,-041.988,156.2833,
-059.419,-035.8698,-042.059,156.2555,
-059.437,-019.3882,-042.107,156.2452,
-059.384,-005.4457,-042.151,156.2330,
-059.206,014.0854,-042.224,156.2005,
-059.011,029.0204,-042.245,156.1819,
-058.922,042.1244,-042.227,156.1857,
-058.848,062.0062,-042.178,156.1976,
-058.804,076.5397,-042.203,156.1995,
-058.855,090.3746,-042.192,156.2044,
-059.125,110.7201,-042.258,156.1702,
-059.340,126.3853,-042.220,156.1906,
-059.392,145.0765,-042.186,156.1962,
-059.105,168.7359,-042.143,156.2124,
-058.657,-174.6075,-042.064,156.2392,
-057.984,-156.0830,-042.040,156.2401,
-057.212,-137.4059,-041.986,156.2418,
-056.649,-124.5975,-041.969,156.2486,
-056.029,-109.7683,-041.981,156.2671,
-055.485,-094.5576,-041.996,156.2659,
-055.197,-082.7373,-042.099,156.2320,
-054.900,-066.0975,-042.139,156.2127,
-054.635,-050.7176,-042.162,156.1802,
-054.394,-038.9762,-042.171,156.1807,
-054.035,-021.8024,-042.066,156.2222,
-053.760,-008.1263,-042.088,156.2337,
-053.583,003.2611,-042.048,156.2457,
-053.399,020.5938,-042.056,156.2296,
-053.303,033.3229,-042.063,156.1899,
-053.226,046.6576,-042.078,156.1685,
-053.074,066.0043,-042.123,156.1772,
-052.895,080.1151,-042.129,156.1861,
-052.691,096.4790,-042.180,156.1644,
-052.359,115.6018,-042.122,156.1518,
-052.087,129.9019,-042.114,156.1353,
-051.758,146.6785,-041.996,156.1782,
-051.480,165.0767,-041.982,156.2436,
-051.301,179.0566,-041.987,156.2522,
-051.068,-163.6280,-042.072,156.2161,
-050.805,-145.0637,-042.161,156.1500,
-050.583,-130.7133,-042.125,156.1488,
-050.341,-110.8382,-042.092,156.1892,
-050.178,-093.3868,-042.024,156.2509,
-050.073,-079.6188,-041.965,156.2533,
-049.928,-059.3575,-041.982,156.2104,
-049.834,-042.5511,-041.974,156.2026,
-049.821,-027.4034,-042.053,156.1753,
-049.855,-005.6655,-042.079,156.2145,
-049.916,010.2897,-042.127,156.1847,
-049.985,025.8476,-042.150,156.1495,
-050.042,047.7803,-042.105,156.1565,
-050.067,065.3421,-042.125,156.1912,
-050.075,082.7339,-042.100,156.2127,
-050.097,104.5501,-042.177,156.1739,
-050.107,121.3337,-042.181,156.1200,
-050.086,139.8788,-042.185,156.1088,
-050.020,161.3532,-042.140,156.1700,
-049.955,178.0842,-042.070,156.2387,
-049.891,-163.2526,-042.023,156.2090,
-049.779,-143.3112,-041.964,156.1949,
-049.703,-128.2005,-041.971,156.1863,
-049.622,-109.1118,-041.964,156.2332,
-049.597,-091.5131,-041.981,156.2480,
-049.610,-077.7635,-042.006,156.2151,
-049.682,-059.2055,-042.014,156.2177,
-049.774,-043.2840,-042.096,156.1802,
-049.885,-029.7333,-042.117,156.1824,
-050.085,-010.7870,-042.112,156.2313,
-050.294,003.0074,-042.081,156.2681,
-050.533,016.6433,-042.005,156.2748,
-050.913,034.5985,-042.003,156.2573,
-051.226,048.3531,-041.972,156.2702,
-051.559,063.1714,-041.964,156.2929,
-051.936,080.4530,-041.973,156.3112,
-052.224,093.1586,-042.004,156.3199,
-052.551,107.8857,-042.033,156.2795,
-052.923,125.3921,-042.086,156.2198,
-053.198,138.5213,-042.119,156.2171,
-053.471,153.7605,-042.032,156.2552,
-053.749,169.6621,-041.965,156.3062,
-053.986,-179.4458,-041.906,156.3235,
-054.280,-164.8533,-041.906,156.3130,
-054.515,-151.2162,-042.004,156.2645,
-054.665,-141.0897,-042.068,156.2328,
-054.790,-126.2551,-042.135,156.2105,
-054.822,-114.5409,-042.102,156.2290,
-054.861,-104.6771,-042.059,156.2632,
-054.899,-091.2173,-041.954,156.2904,
-054.866,-081.6535,-041.922,156.3197,
-054.772,-072.9870,-041.943,156.3013,
-054.630,-062.0398,-041.955,156.2724,
-054.481,-053.8602,-041.997,156.2491,
-054.311,-045.8518,-042.050,156.2238,
-054.059,-036.0982,-042.091,156.2082,
-053.828,-028.7335,-042.155,156.1905,
-053.578,-020.4759,-042.155,156.1888,
-053.257,-010.6222,-042.229,156.1848,
-053.018,-003.1188,-042.183,156.1985,
-052.740,005.9576,-042.205,156.1872,
-052.481,014.7507,-042.208,156.1766,
-052.270,021.6694,-042.195,156.1513,
