FILENAME,E:\T_23\23_USP\ACQUIREDDATA\2AVHF07.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,-179,180,1,FORWARD,
FREQ,SINGLE,1,7.5,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-059.411,091.2601,-039.022,-111.3000,
-058.510,088.7371,-039.038,-111.3169,
-057.697,087.3032,-039.036,-111.3296,
-057.079,086.5230,-039.039,-111.3270,
-056.476,086.2414,-039.026,-111.3110,
-055.856,086.2969,-039.010,-111.3272,
-055.373,086.4319,-039.014,-111.3374,
-054.797,086.5020,-039.008,-111.3339,
-054.165,087.2563,-039.004,-111.3396,
-053.715,087.9959,-039.019,-111.3415,
-053.168,089.2802,-039.032,-111.3533,
-052.644,090.9538,-039.048,-111.3567,
-052.314,092.6266,-039.059,-111.3701,
-051.905,094.7985,-039.039,-111.3697,
-051.562,097.3713,-039.070,-111.3823,
-051.348,099.4244,-039.080,-111.3861,
-051.045,102.5715,-039.101,-111.4057,
-050.810,105.4666,-039.114,-111.4163,
-050.683,107.6881,-039.128,-111.4251,
-050.483,111.4310,-039.122,-111.4327,
-050.326,114.8820,-039.139,-111.4373,
-050.206,117.4751,-039.127,-111.4477,
-050.023,122.2202,-039.131,-111.4562,
-049.903,126.1919,-039.124,-111.4659,
-049.816,129.0095,-039.127,-111.4523,
-049.751,134.6423,-039.099,-111.4698,
-049.743,138.8149,-039.078,-111.4512,
-049.776,142.4119,-039.085,-111.4359,
-049.913,148.6141,-039.084,-111.4556,
-050.026,152.3837,-039.063,-111.4525,
-050.144,155.9606,-039.068,-111.4473,
-050.351,161.6908,-039.072,-111.4426,
-050.499,165.3374,-039.071,-111.4178,
-050.658,169.3919,-039.068,-111.4304,
-050.989,175.8878,-039.098,-111.4283,
-051.186,-179.8276,-039.089,-111.4348,
-051.469,-174.5640,-039.082,-111.4301,
-051.918,-166.7889,-039.071,-111.4344,
-052.235,-161.9960,-039.076,-111.4281,
-052.699,-155.5751,-039.079,-111.4396,
-053.342,-147.0977,-039.087,-111.4472,
-053.774,-141.6944,-039.100,-111.4639,
-054.410,-133.1257,-039.113,-111.4627,
-055.181,-123.0266,-039.112,-111.4444,
-055.731,-116.1147,-039.112,-111.4153,
-056.595,-104.2142,-039.110,-111.4087,
-057.430,-092.8590,-039.104,-111.3781,
-058.035,-084.0750,-039.081,-111.3724,
-058.958,-067.9063,-039.078,-111.3518,
-059.526,-054.0541,-039.053,-111.3483,
-059.894,-041.0333,-039.060,-111.3552,
-059.951,-018.9601,-039.057,-111.3458,
-059.751,-004.2419,-039.052,-111.3554,
-059.278,009.7681,-039.052,-111.3345,
-058.408,026.2841,-039.086,-111.3755,
-057.823,036.4956,-039.105,-111.3955,
-057.107,047.1344,-039.120,-111.4088,
-056.229,060.0215,-039.111,-111.3986,
-055.712,068.3902,-039.077,-111.3856,
-055.167,077.7455,-039.063,-111.3656,
-054.589,088.3921,-039.061,-111.3631,
-054.209,095.6955,-039.088,-111.3682,
-053.762,105.0695,-039.091,-111.3924,
-053.346,114.2551,-039.069,-111.4024,
-053.071,120.6203,-039.087,-111.4047,
-052.690,129.6412,-039.103,-111.4212,
-052.374,137.7050,-039.074,-111.4097,
-052.159,143.8867,-039.079,-111.3985,
-051.890,153.1468,-039.072,-111.4004,
-051.724,159.9493,-039.073,-111.3746,
-051.619,166.1007,-039.071,-111.3635,
-051.495,174.8849,-039.035,-111.3275,
-051.448,-178.7215,-039.043,-111.3334,
-051.425,-171.5099,-039.035,-111.3479,
-051.461,-162.4280,-039.048,-111.3547,
-051.509,-155.7363,-039.055,-111.3625,
-051.615,-147.6353,-039.068,-111.3600,
-051.791,-138.0799,-039.085,-111.3832,
-051.920,-131.2091,-039.098,-111.3951,
-052.122,-121.9364,-039.119,-111.3934,
-052.325,-112.3734,-039.114,-111.3923,
-052.481,-105.5107,-039.108,-111.3926,
-052.712,-095.1640,-039.088,-111.3677,
-052.928,-084.8845,-039.085,-111.3765,
-053.086,-077.2366,-039.077,-111.3692,
-053.292,-065.7151,-039.078,-111.4047,
-053.443,-055.8171,-039.086,-111.4199,
-053.568,-048.1095,-039.108,-111.4177,
-053.729,-035.6391,-039.119,-111.4260,
-053.878,-026.1326,-039.110,-111.4122,
-053.998,-017.4230,-039.117,-111.3915,
-054.141,-004.2702,-039.100,-111.3826,
-054.222,005.2782,-039.102,-111.3782,
-054.240,015.0395,-039.105,-111.3808,
-054.192,028.4427,-039.089,-111.3948,
-054.098,037.4986,-039.087,-111.4004,
-053.944,047.6633,-039.094,-111.3996,
-053.604,059.2951,-039.053,-111.3979,
-053.331,067.0291,-039.046,-111.3878,
-052.967,076.5764,-039.034,-111.3692,
-052.551,086.6915,-039.035,-111.3610,
-052.260,093.3373,-039.046,-111.3755,
-051.897,101.7958,-039.068,-111.3801,
-051.564,110.2876,-039.067,-111.3918,
-051.377,116.0059,-039.070,-111.4096,
-051.142,124.1290,-039.063,-111.4081,
-050.966,131.1889,-039.067,-111.4234,
-050.857,136.5340,-039.089,-111.4147,
-050.722,144.3042,-039.082,-111.4088,
-050.668,150.3468,-039.096,-111.4096,
-050.656,155.7837,-039.077,-111.3933,
-050.680,163.0045,-039.060,-111.3750,
-050.739,168.1335,-039.069,-111.3791,
-050.845,173.2538,-039.072,-111.3745,
-051.021,179.9273,-039.056,-111.3752,
-051.187,-175.3505,-039.038,-111.3604,
-051.390,-169.7687,-039.016,-111.3575,
-051.682,-162.9831,-039.013,-111.3544,
-051.877,-158.0751,-039.031,-111.3798,
-052.137,-151.2762,-039.027,-111.3857,
-052.366,-144.0474,-039.025,-111.3770,
-052.533,-138.5423,-039.046,-111.3932,
-052.736,-131.2836,-039.055,-111.4019,
-052.890,-124.7985,-039.053,-111.4031,
-053.008,-119.8246,-039.039,-111.3854,
-053.161,-112.8018,-039.014,-111.3807,
-053.317,-107.4105,-039.021,-111.3763,
-053.455,-102.6134,-039.028,-111.3621,
-053.650,-095.8398,-039.031,-111.3417,
-053.794,-091.1079,-039.050,-111.3466,
-053.968,-086.5310,-039.082,-111.3539,
-054.260,-080.3955,-039.081,-111.3658,
-054.458,-076.2674,-039.093,-111.3508,
-054.749,-071.1709,-039.101,-111.3767,
-055.135,-065.8440,-039.111,-111.3860,
-055.389,-061.9240,-039.110,-111.3737,
-055.764,-056.2631,-039.104,-111.3747,
-056.168,-050.4920,-039.073,-111.3783,
-056.406,-046.6462,-039.063,-111.3828,
-056.746,-040.9005,-039.050,-111.3698,
-057.035,-035.6575,-039.027,-111.3562,
-057.267,-032.1624,-039.018,-111.3517,
