FILENAME,E:\T_23\23_USP\ACQUIREDDATA\1AHHF12.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,180,-179,1,REVERSE,
FREQ,SINGLE,1,12.5,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-065.503,-117.3126,-042.183,154.7782,
-065.555,-118.7558,-042.231,154.7627,
-065.559,-119.6716,-042.200,154.7713,
-065.500,-120.2483,-042.259,154.7592,
-065.456,-120.4036,-042.200,154.7668,
-065.365,-120.4103,-042.230,154.7792,
-065.186,-120.7855,-042.179,154.7918,
-065.037,-122.0579,-042.188,154.7734,
-064.862,-122.9851,-042.229,154.7766,
-064.695,-123.5205,-042.205,154.7895,
-064.442,-123.2892,-042.264,154.7718,
-064.133,-122.9420,-042.197,154.7843,
-063.923,-122.8416,-042.211,154.7809,
-063.703,-123.0387,-042.218,154.7805,
-063.661,-123.2447,-042.226,154.7785,
-063.607,-122.8080,-042.301,154.7520,
-063.619,-121.8291,-042.254,154.7687,
-063.552,-120.9510,-042.270,154.7520,
-063.458,-119.8304,-042.232,154.7716,
-063.357,-118.7180,-042.203,154.7900,
-063.342,-116.6470,-042.207,154.7795,
-063.338,-114.6784,-042.208,154.7718,
-063.288,-109.6846,-042.241,154.7698,
-063.046,-105.0613,-042.237,154.7645,
-062.754,-102.1570,-042.259,154.7654,
-062.488,-099.7205,-042.257,154.7509,
-062.386,-098.6001,-042.290,154.7495,
-062.394,-097.0215,-042.294,154.7494,
-062.420,-094.3303,-042.277,154.7587,
-062.480,-091.5284,-042.233,154.7615,
-062.512,-089.2531,-042.266,154.7585,
-062.500,-084.8861,-042.257,154.7596,
-062.507,-082.2477,-042.260,154.7570,
-062.593,-079.6053,-042.247,154.7493,
-062.842,-075.7282,-042.259,154.7480,
-063.135,-072.1523,-042.280,154.7376,
-063.491,-068.5837,-042.286,154.7314,
-064.115,-061.1372,-042.269,154.7177,
-064.703,-054.5150,-042.281,154.7426,
-065.251,-046.5727,-042.251,154.7333,
-065.808,-034.9601,-042.256,154.7270,
-066.110,-025.3582,-042.288,154.7229,
-066.188,-015.2371,-042.271,154.7197,
-066.325,-002.7336,-042.294,154.7128,
-066.325,006.7212,-042.262,154.7246,
-066.173,016.5032,-042.231,154.7217,
-066.135,027.1577,-042.256,154.7183,
-066.195,034.6024,-042.250,154.7300,
-066.361,045.4634,-042.261,154.7309,
-066.533,055.4800,-042.239,154.7252,
-066.738,064.0769,-042.216,154.7399,
-066.975,080.0036,-042.255,154.7276,
-066.791,094.1604,-042.247,154.7264,
-066.526,104.8860,-042.258,154.7368,
-066.305,118.4229,-042.292,154.7196,
-066.069,128.2259,-042.301,154.7153,
-065.849,137.3055,-042.293,154.7102,
-065.662,148.3081,-042.254,154.7108,
-065.517,156.9424,-042.255,154.6967,
-065.455,165.5610,-042.225,154.7097,
-065.646,172.8056,-042.252,154.7114,
-066.166,178.8321,-042.256,154.7088,
-066.840,-173.3060,-042.266,154.7054,
-067.649,-165.3214,-042.246,154.7081,
-068.568,-160.7665,-042.236,154.7192,
-070.050,-158.3515,-042.234,154.7000,
-071.945,-158.9943,-042.220,154.7200,
-073.471,-165.1337,-042.237,154.7013,
-074.583,176.2787,-042.215,154.7035,
-073.815,156.3944,-042.248,154.6989,
-072.282,146.5383,-042.262,154.6985,
-069.875,142.2679,-042.265,154.7021,
-068.074,144.4367,-042.248,154.7203,
-066.658,148.6002,-042.268,154.7105,
-064.805,156.2251,-042.257,154.7311,
-063.605,162.2509,-042.247,154.7367,
-062.665,167.9516,-042.244,154.7425,
-061.739,178.1533,-042.228,154.7584,
-061.170,-173.8320,-042.248,154.7543,
-060.594,-164.9992,-042.280,154.7560,
-060.101,-155.7271,-042.250,154.7680,
-059.846,-148.2994,-042.247,154.7746,
-059.642,-139.1318,-042.264,154.7845,
-059.507,-129.1088,-042.241,154.7912,
-059.466,-121.0758,-042.226,154.7904,
-059.543,-111.0380,-042.224,154.8020,
-059.742,-099.8755,-042.282,154.7793,
-059.970,-091.1146,-042.206,154.7850,
-060.337,-078.7629,-042.232,154.7685,
-060.753,-066.9892,-042.264,154.7622,
-061.225,-058.2066,-042.249,154.7616,
-062.064,-043.6800,-042.234,154.7593,
-062.812,-030.2345,-042.238,154.7449,
-063.498,-016.9057,-042.236,154.7359,
-064.355,004.2715,-042.266,154.7221,
-064.846,020.6762,-042.223,154.7268,
-065.065,036.9611,-042.198,154.7569,
-065.037,057.8634,-042.227,154.7385,
-064.775,073.5548,-042.257,154.7295,
-064.433,089.2149,-042.262,154.7342,
-063.948,106.6240,-042.279,154.7384,
-063.497,118.5357,-042.240,154.7444,
-063.027,131.1013,-042.246,154.7556,
-062.556,144.0936,-042.212,154.7590,
-062.232,153.5653,-042.220,154.7548,
-061.946,163.9623,-042.223,154.7545,
-061.714,174.2033,-042.220,154.7556,
-061.623,-178.4953,-042.237,154.7415,
-061.528,-168.6466,-042.232,154.7440,
-061.392,-160.1030,-042.209,154.7626,
-061.359,-153.5948,-042.232,154.7684,
-061.330,-143.5807,-042.206,154.7881,
-061.384,-135.1090,-042.220,154.7785,
-061.506,-126.9999,-042.177,154.8056,
-061.655,-113.9004,-042.192,154.7883,
-061.814,-104.0281,-042.219,154.7846,
-061.999,-095.2369,-042.215,154.7705,
-062.267,-083.7623,-042.230,154.7634,
-062.458,-075.0887,-042.227,154.7582,
-062.686,-065.4495,-042.178,154.7766,
-062.897,-052.5051,-042.151,154.7881,
-063.055,-042.8635,-042.120,154.7763,
-063.187,-031.0223,-042.137,154.7766,
-063.254,-017.6668,-042.167,154.7687,
-063.242,-007.8043,-042.146,154.7670,
-063.282,004.1402,-042.140,154.7699,
-063.193,015.7411,-042.170,154.7817,
-063.089,023.3683,-042.181,154.7748,
-063.135,032.8628,-042.152,154.7781,
-063.309,043.0741,-042.145,154.7879,
-063.302,052.0107,-042.186,154.7881,
-063.104,063.4666,-042.172,154.7796,
-063.021,072.7304,-042.197,154.7670,
-063.032,081.5942,-042.209,154.7696,
-062.871,093.2210,-042.156,154.7967,
-062.652,100.4195,-042.166,154.7858,
-062.444,107.2187,-042.161,154.7669,
-062.273,115.6582,-042.195,154.7714,
-062.211,122.2757,-042.219,154.7696,
-062.170,128.8033,-042.197,154.7630,
-062.125,136.1906,-042.185,154.7794,
-062.081,142.5143,-042.180,154.7754,
-062.107,150.1239,-042.211,154.7495,
-062.108,158.2802,-042.222,154.7543,
-062.108,164.2610,-042.235,154.7475,
-062.105,171.8092,-042.228,154.7450,
-062.088,178.5746,-042.204,154.7767,
-062.109,-176.0724,-042.197,154.7623,
