FILENAME,E:\T_23\23_USP\ACQUIREDDATA\2AHHF09.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,-179,180,1,FORWARD,
FREQ,SINGLE,1,9,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-067.112,135.8885,-050.362,-110.8839,
-067.285,137.8949,-050.356,-110.8942,
-067.442,140.2019,-050.359,-110.8933,
-067.593,142.1142,-050.365,-110.8920,
-067.745,144.1431,-050.364,-110.9003,
-067.911,145.8428,-050.359,-110.8964,
-067.983,147.3752,-050.359,-110.8930,
-068.067,148.8904,-050.355,-110.9018,
-068.081,150.7380,-050.355,-110.8908,
-068.173,152.8734,-050.364,-110.8837,
-068.286,154.5878,-050.374,-110.8820,
-068.490,156.8667,-050.376,-110.9013,
-068.592,158.4269,-050.378,-110.8869,
-068.686,159.7805,-050.374,-110.8844,
-068.704,161.3490,-050.376,-110.8953,
-068.713,162.5857,-050.379,-110.8914,
-068.681,165.3213,-050.385,-110.8861,
-068.539,167.9023,-050.385,-110.8880,
-068.470,170.2519,-050.387,-110.8983,
-068.385,174.2539,-050.376,-110.8881,
-068.273,177.2706,-050.375,-110.8936,
-068.248,179.2189,-050.402,-110.8965,
-068.223,-176.9031,-050.370,-110.8850,
-068.172,-173.8928,-050.390,-110.8990,
-068.146,-171.8399,-050.393,-110.9046,
-068.078,-168.4339,-050.392,-110.8890,
-067.904,-166.1397,-050.393,-110.8975,
-067.830,-164.2227,-050.405,-110.9025,
-067.656,-160.7293,-050.407,-110.9023,
-067.622,-158.3176,-050.406,-110.9070,
-067.492,-155.8448,-050.399,-110.8975,
-067.331,-150.8270,-050.380,-110.8877,
-067.200,-147.6266,-050.365,-110.8803,
-067.123,-143.7803,-050.366,-110.9007,
-066.913,-138.6327,-050.370,-110.8969,
-066.802,-135.6368,-050.377,-110.9059,
-066.701,-132.1979,-050.378,-110.8906,
-066.625,-126.9706,-050.380,-110.9039,
-066.529,-123.7428,-050.381,-110.8962,
-066.445,-119.5259,-050.374,-110.8976,
-066.349,-114.5835,-050.362,-110.8963,
-066.381,-111.2954,-050.365,-110.8935,
-066.333,-106.6486,-050.376,-110.9055,
-066.372,-101.6764,-050.378,-110.8988,
-066.409,-098.5336,-050.378,-110.8911,
-066.581,-094.4512,-050.379,-110.8909,
-066.784,-090.1942,-050.371,-110.8993,
-066.903,-087.3180,-050.379,-110.9052,
-067.059,-082.5048,-050.366,-110.9096,
-067.125,-079.1359,-050.368,-110.8952,
-067.251,-076.2501,-050.366,-110.8933,
-067.633,-071.2927,-050.369,-110.8966,
-067.833,-067.8849,-050.379,-110.8975,
-068.109,-064.6753,-050.380,-110.9007,
-068.452,-060.4230,-050.372,-110.9138,
-068.751,-058.0524,-050.366,-110.8975,
-069.111,-055.0140,-050.363,-110.8947,
-069.617,-051.5855,-050.357,-110.8885,
-069.989,-049.3885,-050.342,-110.8932,
-070.425,-046.8318,-050.345,-110.8993,
-070.870,-044.7141,-050.355,-110.8989,
-071.110,-044.2374,-050.366,-110.9009,
-071.551,-043.5403,-050.368,-110.9108,
-071.949,-043.7574,-050.368,-110.9005,
-072.251,-044.2591,-050.378,-110.9041,
-072.620,-045.8351,-050.369,-110.8939,
-072.869,-047.1403,-050.368,-110.9047,
-072.980,-049.4583,-050.363,-110.8958,
-073.063,-053.9084,-050.364,-110.8932,
-073.133,-056.3953,-050.369,-110.8934,
-073.024,-059.1245,-050.381,-110.8918,
-072.814,-060.9276,-050.385,-110.9027,
-072.623,-061.7273,-050.388,-110.8973,
-072.454,-062.0791,-050.380,-110.8904,
-072.190,-061.0968,-050.389,-110.8950,
-071.991,-060.2111,-050.383,-110.9029,
-071.751,-057.8702,-050.375,-110.9068,
-071.386,-056.3763,-050.371,-110.8982,
-071.229,-054.9763,-050.365,-110.9022,
-071.058,-052.2719,-050.384,-110.9141,
-070.800,-050.6707,-050.389,-110.8950,
-070.622,-048.6592,-050.390,-110.9082,
-070.445,-047.0580,-050.392,-110.9171,
-070.338,-044.8938,-050.377,-110.9003,
-070.251,-043.5929,-050.378,-110.9133,
-070.294,-042.3717,-050.375,-110.9087,
-070.307,-041.6954,-050.373,-110.9131,
-070.354,-041.3108,-050.378,-110.9022,
-070.290,-040.3076,-050.388,-110.9055,
-070.252,-039.5241,-050.404,-110.9141,
-070.268,-038.9305,-050.408,-110.9116,
-070.074,-038.2805,-050.412,-110.9245,
-070.049,-038.5937,-050.423,-110.9215,
-069.831,-037.9539,-050.395,-110.9212,
-069.621,-036.9526,-050.377,-110.9114,
-069.384,-036.9227,-050.363,-110.9158,
-069.150,-036.0952,-050.381,-110.9171,
-068.923,-034.1207,-050.385,-110.9199,
-068.754,-032.9927,-050.377,-110.9069,
-068.498,-031.1825,-050.382,-110.9264,
-068.118,-029.0713,-050.367,-110.8983,
-067.930,-027.0493,-050.379,-110.9117,
-067.660,-024.5947,-050.358,-110.9111,
-067.386,-021.7793,-050.366,-110.9096,
-067.117,-019.8937,-050.370,-110.9225,
-066.696,-016.8808,-050.362,-110.9132,
-066.336,-014.2076,-050.359,-110.8983,
-066.090,-012.5432,-050.364,-110.9161,
-065.756,-008.2193,-050.386,-110.9049,
-065.430,-005.3504,-050.393,-110.9071,
-065.205,-002.7352,-050.388,-110.9089,
-064.892,000.6173,-050.385,-110.9086,
-064.707,003.5604,-050.370,-110.8903,
-064.631,006.5171,-050.376,-110.9032,
-064.530,010.3086,-050.388,-110.9116,
-064.535,012.7636,-050.396,-110.9156,
-064.577,016.3651,-050.401,-110.9134,
-064.581,020.5493,-050.409,-110.9032,
-064.626,023.5688,-050.422,-110.9074,
-064.598,026.9462,-050.414,-110.9089,
-064.521,031.4967,-050.381,-110.9113,
-064.421,034.4023,-050.367,-110.8978,
-064.331,038.3435,-050.358,-110.8959,
-064.265,041.9483,-050.351,-110.8995,
-064.241,044.3163,-050.362,-110.8884,
-064.204,047.7437,-050.370,-110.8958,
-064.295,050.2161,-050.368,-110.8931,
-064.300,052.3981,-050.357,-110.8853,
-064.499,055.1536,-050.359,-110.8922,
-064.643,056.9375,-050.357,-110.8843,
-064.826,058.7098,-050.366,-110.8893,
-065.181,061.5162,-050.374,-110.8881,
-065.462,063.1435,-050.376,-110.8942,
-065.807,064.9529,-050.382,-110.9011,
-066.289,067.1576,-050.419,-110.9025,
-066.700,068.2137,-050.417,-110.9215,
-067.105,070.3121,-050.405,-110.9096,
-067.794,072.9060,-050.403,-110.9061,
-068.174,074.4746,-050.389,-110.9100,
-068.630,077.4605,-050.377,-110.9056,
-069.180,079.9343,-050.378,-110.8956,
