FILENAME,E:\T_23\23_USP\ACQUIREDDATA\4AHHF10.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,-179,180,1,FORWARD,
FREQ,SINGLE,1,10.5,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-062.303,071.2620,-051.522,-111.6181,
-062.317,072.5823,-051.518,-111.6017,
-062.295,074.1620,-051.519,-111.6015,
-062.228,075.7010,-051.513,-111.6045,
-062.160,077.7962,-051.534,-111.5947,
-062.132,080.2799,-051.534,-111.5971,
-062.189,082.7071,-051.523,-111.5942,
-062.268,085.3203,-051.536,-111.6103,
-062.345,088.0308,-051.558,-111.6111,
-062.386,090.1625,-051.533,-111.6059,
-062.509,093.0940,-051.538,-111.6117,
-062.579,095.8700,-051.517,-111.6137,
-062.606,097.9364,-051.517,-111.6118,
-062.550,100.8364,-051.514,-111.6236,
-062.437,104.1892,-051.504,-111.6087,
-062.352,107.0323,-051.499,-111.6127,
-062.234,111.3958,-051.480,-111.6029,
-062.153,115.5425,-051.505,-111.5908,
-062.144,118.6395,-051.500,-111.5960,
-062.122,123.6438,-051.502,-111.6088,
-062.139,128.1024,-051.507,-111.6058,
-062.131,131.2459,-051.506,-111.5889,
-062.115,137.3065,-051.521,-111.5909,
-062.078,142.0750,-051.508,-111.5912,
-062.104,145.8031,-051.501,-111.5909,
-062.141,151.9750,-051.525,-111.6047,
-062.172,156.5107,-051.509,-111.5929,
-062.211,160.4952,-051.522,-111.6040,
-062.295,167.7968,-051.536,-111.6256,
-062.365,172.6389,-051.545,-111.6177,
-062.483,177.6525,-051.560,-111.6123,
-062.684,-173.9338,-051.541,-111.6115,
-062.827,-168.2440,-051.527,-111.6106,
-063.001,-161.3825,-051.505,-111.6044,
-063.254,-152.5608,-051.514,-111.6085,
-063.456,-146.8747,-051.519,-111.6091,
-063.685,-140.0030,-051.453,-111.5895,
-064.148,-129.6609,-051.486,-111.5961,
-064.457,-122.9282,-051.485,-111.6032,
-064.825,-114.3193,-051.519,-111.6094,
-065.417,-103.2937,-051.464,-111.5968,
-065.865,-095.8215,-051.464,-111.6039,
-066.717,-083.8696,-051.495,-111.6092,
-067.554,-070.5168,-051.522,-111.6086,
-068.203,-061.6085,-051.494,-111.6133,
-069.398,-047.2164,-051.481,-111.6123,
-070.544,-033.0121,-051.518,-111.6330,
-071.311,-021.2837,-051.518,-111.6237,
-072.270,002.1062,-051.517,-111.6194,
-072.698,019.7697,-051.554,-111.6341,
-072.867,035.3179,-051.533,-111.6220,
-072.828,061.2123,-051.562,-111.6292,
-072.539,077.6515,-051.530,-111.6194,
-072.052,092.5248,-051.495,-111.6128,
-071.440,111.7299,-051.523,-111.6222,
-071.125,123.8891,-051.535,-111.6291,
-070.690,137.6777,-051.559,-111.6064,
-070.116,155.9674,-051.564,-111.6076,
-069.773,168.4665,-051.505,-111.6089,
-069.275,-176.6928,-051.517,-111.6080,
-068.770,-160.0520,-051.493,-111.6033,
-068.425,-148.6645,-051.517,-111.6049,
-068.042,-134.2594,-051.494,-111.5970,
-067.647,-120.2474,-051.492,-111.5938,
-067.499,-110.4786,-051.509,-111.6012,
-067.493,-097.2550,-051.488,-111.6015,
-067.520,-084.4967,-051.501,-111.6105,
-067.631,-074.1176,-051.488,-111.6096,
-067.831,-058.4858,-051.507,-111.6232,
-068.012,-046.9061,-051.511,-111.6138,
-068.334,-036.0127,-051.506,-111.6249,
-068.974,-019.8541,-051.512,-111.6124,
-069.636,-007.3203,-051.529,-111.6118,
-070.492,006.7660,-051.546,-111.6046,
-071.753,025.7569,-051.566,-111.6136,
-072.390,041.9946,-051.569,-111.6100,
-072.938,062.8516,-051.551,-111.6132,
-073.029,088.5731,-051.527,-111.6104,
-072.723,104.3803,-051.535,-111.6089,
-072.391,124.7309,-051.539,-111.6031,
-071.950,146.1937,-051.549,-111.6052,
-071.362,161.1191,-051.562,-111.6213,
-070.503,-178.1929,-051.569,-111.6203,
-069.404,-159.5475,-051.544,-111.5989,
-068.612,-147.3392,-051.544,-111.5931,
-067.405,-131.3498,-051.532,-111.5965,
-066.417,-119.3749,-051.539,-111.5953,
-065.766,-110.5308,-051.536,-111.6048,
-064.902,-097.7190,-051.547,-111.5877,
-064.474,-088.2658,-051.551,-111.6064,
-064.114,-079.1808,-051.535,-111.6029,
-063.708,-065.7879,-051.550,-111.6143,
-063.442,-056.6510,-051.532,-111.6170,
-063.193,-047.2031,-051.543,-111.5936,
-062.982,-036.1179,-051.534,-111.6028,
-062.923,-029.0603,-051.529,-111.6245,
-063.008,-020.3653,-051.533,-111.6059,
-063.280,-009.0802,-051.526,-111.5994,
-063.598,-001.4392,-051.524,-111.6016,
-064.019,008.2813,-051.558,-111.6044,
-064.650,020.5506,-051.548,-111.6011,
-065.189,029.6421,-051.558,-111.6068,
-065.954,042.8332,-051.569,-111.6076,
-066.812,057.8776,-051.568,-111.5901,
-067.360,069.2593,-051.565,-111.5966,
-068.020,089.2008,-051.567,-111.6019,
-068.311,107.6696,-051.573,-111.6066,
-068.173,122.5128,-051.595,-111.6035,
-067.592,143.5848,-051.556,-111.6144,
-066.850,157.2258,-051.526,-111.5889,
-066.299,167.8504,-051.540,-111.5839,
-065.593,-177.4784,-051.567,-111.5980,
-065.101,-167.3323,-051.541,-111.5782,
-064.648,-157.9865,-051.535,-111.5869,
-064.140,-146.6147,-051.511,-111.5721,
-063.876,-139.0850,-051.546,-111.6009,
-063.780,-130.6478,-051.554,-111.5855,
-063.904,-119.8850,-051.597,-111.6056,
-063.988,-112.3222,-051.612,-111.6037,
-064.144,-102.4611,-051.569,-111.6049,
-064.291,-091.6731,-051.580,-111.6090,
-064.336,-083.8077,-051.585,-111.6156,
-064.458,-073.6624,-051.538,-111.5978,
-064.613,-064.2961,-051.525,-111.5990,
-064.770,-057.0875,-051.501,-111.6012,
-064.963,-047.0862,-051.527,-111.6070,
-065.122,-039.6883,-051.523,-111.6164,
-065.232,-033.1568,-051.549,-111.6136,
-065.507,-024.5218,-051.539,-111.6173,
-065.715,-018.1787,-051.524,-111.6155,
-065.939,-011.9298,-051.515,-111.5977,
-066.138,-005.5584,-051.522,-111.6131,
-066.479,-001.9991,-051.521,-111.6091,
-067.101,001.1234,-051.537,-111.6073,
-068.050,005.0637,-051.528,-111.6168,
-068.779,007.5431,-051.503,-111.5918,
-069.737,010.3188,-051.520,-111.6101,
-070.791,011.8082,-051.516,-111.6008,
-071.843,012.2552,-051.148,-111.5526,
-073.367,008.1411,-051.537,-111.6022,
-074.941,000.8667,-051.529,-111.6106,
-076.026,-008.1813,-051.541,-111.6208,
