FILENAME,E:\T_23\23_USP\ACQUIREDDATA\3AHVF06.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,180,-179,1,REVERSE,
FREQ,SINGLE,1,6,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-053.814,024.8926,-039.106,-111.7165,
-053.823,023.6040,-039.119,-111.7251,
-053.817,022.3392,-039.098,-111.7079,
-053.830,021.0405,-039.100,-111.7232,
-053.827,019.9380,-039.088,-111.7171,
-053.819,018.9892,-039.101,-111.7227,
-053.783,017.8888,-039.119,-111.7315,
-053.755,016.9693,-039.116,-111.7146,
-053.711,015.9696,-039.093,-111.7150,
-053.679,015.1021,-039.114,-111.7146,
-053.665,014.1281,-039.098,-111.7145,
-053.666,013.0312,-039.080,-111.6841,
-053.678,012.2051,-039.082,-111.6750,
-053.718,011.1943,-039.082,-111.6939,
-053.743,010.1307,-039.087,-111.6989,
-053.773,009.3066,-039.084,-111.7046,
-053.788,008.3938,-039.090,-111.7082,
-053.855,007.4770,-039.085,-111.7176,
-053.860,006.7294,-039.103,-111.7229,
-053.844,005.6012,-039.107,-111.7227,
-053.912,004.2874,-039.110,-111.7245,
-053.898,003.5025,-039.122,-111.7267,
-053.939,002.6869,-039.135,-111.7302,
-053.912,001.6252,-039.143,-111.7407,
-053.944,000.9212,-039.144,-111.7279,
-053.951,-000.3632,-039.147,-111.7324,
-053.959,-001.2297,-039.145,-111.7318,
-053.968,-001.7250,-039.129,-111.7250,
-054.033,-002.9757,-039.115,-111.7107,
-054.077,-004.0214,-039.083,-111.6820,
-054.133,-004.7125,-039.082,-111.6816,
-054.200,-005.5929,-039.080,-111.6574,
-054.267,-005.7235,-039.077,-111.6605,
-054.297,-006.3153,-039.075,-111.6525,
-054.226,-005.6123,-039.058,-111.6598,
-054.240,-005.5211,-039.069,-111.6469,
-054.285,-005.8881,-039.069,-111.6615,
-054.171,-005.9365,-039.086,-111.6692,
-054.251,-006.6229,-039.078,-111.6652,
-054.209,-007.3338,-039.095,-111.6675,
-054.544,-009.7048,-039.120,-111.6879,
-054.600,-010.0156,-039.145,-111.6826,
-054.787,-010.4816,-039.166,-111.7056,
-054.577,-010.4283,-039.172,-111.7242,
-054.682,-010.5876,-039.175,-111.7172,
-055.132,-011.5144,-039.164,-111.7208,
-055.242,-012.0276,-039.167,-111.7148,
-054.722,-011.3174,-039.132,-111.7275,
-054.842,-011.2596,-039.132,-111.7321,
-054.880,-010.7094,-039.127,-111.7140,
-055.199,-010.8354,-039.128,-111.7165,
-055.398,-010.4409,-039.126,-111.7154,
-055.758,-010.0142,-039.113,-111.7105,
-055.683,-008.8581,-039.107,-111.6964,
-055.609,-007.4436,-039.104,-111.7099,
-056.107,-006.9275,-039.099,-111.7250,
-056.127,-005.9811,-039.106,-111.7309,
-055.761,-004.2971,-039.108,-111.7158,
-055.820,-002.8473,-039.105,-111.7293,
-055.919,-001.8946,-039.120,-111.7244,
-056.080,-000.3035,-039.142,-111.7286,
-056.205,000.1954,-039.128,-111.7367,
-056.340,000.7123,-039.125,-111.7473,
-056.580,002.0235,-039.151,-111.7561,
-056.734,002.7505,-039.146,-111.7488,
-056.913,003.8014,-039.136,-111.7433,
-057.101,004.7432,-039.137,-111.7438,
-057.222,005.2966,-039.133,-111.7426,
-057.520,006.4274,-039.131,-111.7459,
-057.745,007.1773,-039.126,-111.7413,
-057.917,007.8136,-039.117,-111.7471,
-058.270,009.0866,-039.115,-111.7471,
-058.518,010.3614,-039.101,-111.7561,
-058.733,011.0492,-039.083,-111.7514,
-059.025,014.4101,-039.090,-111.7676,
-059.457,012.8193,-039.077,-111.7542,
-059.599,013.9825,-039.061,-111.7641,
-059.860,015.1717,-039.058,-111.7548,
-060.113,014.8872,-039.049,-111.7487,
-060.437,013.9178,-039.056,-111.7568,
-060.788,014.2589,-039.061,-111.7495,
-061.061,014.3114,-039.063,-111.7408,
-061.424,014.7545,-039.072,-111.7225,
-061.713,017.4865,-039.061,-111.7256,
-061.945,019.1618,-039.063,-111.7333,
-062.046,021.6397,-039.086,-111.7204,
-062.031,023.5466,-039.116,-111.7432,
-062.045,024.5875,-039.111,-111.7552,
-062.044,025.5312,-039.118,-111.7657,
-062.050,026.9624,-039.124,-111.7718,
-062.279,027.1667,-039.142,-111.7665,
-062.086,030.0538,-039.122,-111.7457,
-062.461,029.3975,-039.128,-111.7665,
-062.503,030.7932,-039.128,-111.7567,
-062.254,035.0595,-039.120,-111.7734,
-062.441,035.7775,-039.132,-111.7677,
-062.540,037.7579,-039.139,-111.7759,
-062.608,039.8251,-039.108,-111.7721,
-062.532,043.0539,-039.119,-111.7895,
-062.423,046.3311,-039.114,-111.7774,
-062.315,049.8274,-039.116,-111.7602,
-062.197,052.4806,-039.116,-111.7778,
-062.115,055.7541,-039.129,-111.7606,
-061.875,059.9484,-039.131,-111.7562,
-061.925,062.5018,-039.118,-111.7654,
-061.846,066.2176,-039.127,-111.7470,
-061.818,069.9549,-039.122,-111.7643,
-061.806,072.7484,-039.124,-111.7342,
-061.753,076.8668,-039.105,-111.7405,
-061.816,080.1128,-039.126,-111.7546,
-061.732,083.5651,-039.129,-111.7580,
-061.607,087.4401,-039.141,-111.7447,
-061.598,089.9877,-039.137,-111.7530,
-061.602,092.7969,-039.130,-111.7486,
-061.523,096.9418,-039.127,-111.7558,
-061.457,099.2699,-039.129,-111.7473,
-061.486,102.5809,-039.132,-111.7557,
-061.415,106.9171,-039.126,-111.7413,
-061.317,110.4386,-039.127,-111.7626,
-061.247,114.2223,-039.113,-111.7595,
-061.251,118.7951,-039.094,-111.7564,
-061.238,122.5564,-039.086,-111.7553,
-061.367,127.0806,-039.083,-111.7560,
-061.423,132.0131,-039.084,-111.7665,
-061.434,135.2578,-039.086,-111.7610,
-061.387,139.1367,-039.084,-111.7921,
-061.716,142.6965,-039.089,-111.7740,
-061.940,145.3244,-039.083,-111.7658,
-062.062,148.6705,-039.081,-111.7539,
-062.220,151.1842,-039.081,-111.7373,
-062.430,152.8763,-039.100,-111.7410,
-062.719,156.5800,-039.124,-111.7342,
-062.986,159.7791,-039.123,-111.7370,
-063.182,161.3154,-039.127,-111.7337,
-063.468,164.3379,-039.135,-111.7348,
-063.616,167.6098,-039.130,-111.7411,
-063.706,170.3876,-039.126,-111.7344,
-063.842,174.5828,-039.131,-111.7436,
-063.971,177.5730,-039.125,-111.7441,
-064.099,-179.5217,-039.120,-111.7345,
-064.430,-175.9115,-039.106,-111.7135,
-064.766,-173.3626,-039.106,-111.7044,
-065.211,-170.3432,-039.102,-111.7033,
-065.681,-167.3060,-039.101,-111.6950,
