FILENAME,E:\T_23\23_USP\ACQUIREDDATA\3AHHF07.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,-179,180,1,FORWARD,
FREQ,SINGLE,1,7.5,
-063.598,129.2607,-045.774,-115.3845,
-063.494,133.9168,-045.744,-115.3778,
-063.290,137.2719,-045.719,-115.3648,
-062.971,142.7825,-045.696,-115.3644,
-062.639,146.4957,-045.674,-115.3580,
-062.380,150.1600,-045.682,-115.3557,
-061.832,154.2968,-045.657,-115.3452,
-061.428,156.6427,-045.691,-115.3640,
-061.122,158.6050,-045.710,-115.3696,
-060.794,161.4905,-045.728,-115.3789,
-060.571,163.6333,-045.731,-115.3726,
-060.387,165.8213,-045.738,-115.3704,
-060.186,167.9045,-045.727,-115.3601,
-060.084,169.4098,-045.720,-115.3481,
-059.980,170.9662,-045.768,-115.3544,
-059.849,172.2897,-045.725,-115.3498,
-059.771,173.3934,-045.751,-115.3520,
-059.628,174.2417,-045.753,-115.3470,
-059.476,175.3197,-045.747,-115.3502,
-059.326,175.9581,-045.732,-115.3452,
-059.097,176.4323,-045.733,-115.3510,
-058.791,177.3483,-045.758,-115.3498,
-058.561,177.3416,-045.758,-115.3486,
-058.203,176.9092,-045.777,-115.3580,
-057.898,176.2168,-045.758,-115.3499,
-057.739,175.4754,-045.756,-115.3679,
-057.543,173.7679,-045.755,-115.3515,
-057.488,172.4287,-045.742,-115.3462,
-057.494,171.2582,-045.720,-115.3458,
-057.535,169.2246,-045.728,-115.3423,
-057.630,168.3616,-045.732,-115.3606,
-057.687,167.9341,-045.748,-115.3643,
-057.805,167.2351,-045.766,-115.3772,
-057.838,167.1204,-045.795,-115.3756,
-057.819,166.8543,-045.771,-115.3742,
-057.789,166.6747,-045.758,-115.3653,
-057.736,166.3352,-045.748,-115.3666,
-057.648,165.8753,-045.753,-115.3672,
-057.586,164.9255,-045.747,-115.3680,
-057.544,163.6608,-045.764,-115.3835,
-057.518,162.3557,-045.763,-115.3836,
-057.564,160.6138,-045.793,-115.4057,
-057.621,159.3312,-045.793,-115.4033,
-057.703,157.7006,-045.755,-115.4025,
-057.827,156.4082,-045.770,-115.4087,
-057.890,155.1517,-045.794,-115.4104,
-057.915,154.0416,-045.803,-115.4163,
-057.976,153.3817,-045.812,-115.4103,
-057.983,152.7218,-045.831,-115.4209,
-058.010,151.4694,-045.812,-115.4056,
-058.056,149.9713,-045.790,-115.3953,
-058.101,148.0499,-045.742,-115.3782,
-058.266,144.6503,-045.702,-115.3718,
-058.387,141.8097,-045.732,-115.3937,
-058.476,138.4417,-045.753,-115.4075,
-058.648,134.5898,-045.751,-115.4160,
-058.838,132.2463,-045.754,-115.4109,
-058.997,129.5580,-045.729,-115.4071,
-059.367,127.1830,-045.767,-115.4128,
-059.684,125.3603,-045.773,-115.4120,
-060.137,123.7151,-045.780,-115.4075,
-060.722,121.8177,-045.777,-115.3936,
-061.155,120.5291,-045.774,-115.3750,
-061.750,117.9747,-045.779,-115.3588,
-062.282,115.2789,-045.750,-115.3450,
-062.695,112.7945,-045.744,-115.3340,
-063.169,108.4194,-045.736,-115.3233,
-063.593,104.9970,-045.755,-115.3397,
-063.896,101.9129,-045.743,-115.3354,
-064.473,097.4493,-045.754,-115.3303,
-064.799,094.7832,-045.737,-115.3279,
-065.220,091.9610,-045.746,-115.3291,
-065.800,088.6184,-045.744,-115.3340,
-066.221,087.2105,-045.739,-115.3159,
-066.716,085.4793,-045.717,-115.3061,
-067.447,083.5866,-045.721,-115.3078,
-068.064,082.9731,-045.726,-115.3141,
-068.898,082.8381,-045.693,-115.2931,
-070.127,082.8716,-045.728,-115.3045,
-070.990,083.6230,-045.704,-115.3032,
-072.406,087.7175,-045.713,-115.3055,
-074.250,094.3377,-045.686,-115.3058,
-075.236,100.1252,-045.683,-115.3074,
-075.888,111.3858,-045.701,-115.3273,
-075.946,120.3229,-045.731,-115.3300,
-075.973,123.8595,-045.752,-115.3342,
-075.414,129.6189,-045.745,-115.3304,
-074.976,132.9936,-045.728,-115.3292,
-074.746,134.3653,-045.733,-115.3215,
-074.563,136.2398,-045.661,-115.2883,
-074.112,137.4097,-045.677,-115.2836,
-073.604,141.6920,-045.655,-115.2869,
-072.565,146.5202,-045.652,-115.2909,
-071.537,149.2416,-045.697,-115.3066,
-070.284,149.1480,-045.688,-115.2880,
-068.769,147.3036,-045.651,-115.3003,
-068.008,147.4731,-045.640,-115.2844,
-067.150,144.8773,-045.626,-115.2807,
-066.308,141.8126,-045.641,-115.2878,
-065.850,139.9571,-045.635,-115.2875,
-065.443,136.3852,-045.674,-115.2864,
-065.173,132.9198,-045.670,-115.2741,
-065.118,130.8961,-045.698,-115.2806,
-065.056,127.9467,-045.697,-115.2889,
-064.980,125.3274,-045.713,-115.2948,
-064.936,123.0957,-045.695,-115.3011,
-064.840,120.5732,-045.704,-115.2915,
-064.773,119.5269,-045.672,-115.2844,
-064.452,119.0048,-045.676,-115.2802,
-064.126,117.3657,-045.659,-115.2605,
-063.965,115.2354,-045.706,-115.2828,
-063.716,113.4689,-045.653,-115.2708,
-063.303,110.3555,-045.667,-115.2687,
-063.206,106.8971,-045.694,-115.2835,
-062.860,103.0904,-045.724,-115.3050,
-062.552,099.3277,-045.699,-115.2945,
-062.422,096.4588,-045.743,-115.3105,
-062.104,093.4025,-045.715,-115.3099,
-061.741,090.0864,-045.702,-115.3082,
-061.542,088.4816,-045.682,-115.3122,
-061.287,086.9135,-045.669,-115.3072,
-061.085,085.4144,-045.678,-115.3081,
-060.940,084.4326,-045.676,-115.3167,
-060.763,083.0880,-045.653,-115.3246,
-060.603,081.5908,-045.703,-115.3457,
-060.519,080.1185,-045.704,-115.3527,
-060.353,077.7035,-045.701,-115.3437,
-060.298,076.0118,-045.684,-115.3343,
-060.220,074.2637,-045.706,-115.3430,
-060.039,071.9054,-045.749,-115.3665,
-059.941,069.5234,-045.706,-115.3501,
-059.834,067.2474,-045.666,-115.3368,
-059.679,064.3814,-045.735,-115.3495,
-059.632,062.4365,-045.694,-115.3388,
-059.537,060.7116,-045.702,-115.3506,
-059.404,057.9162,-045.736,-115.3624,
-059.351,056.7428,-045.735,-115.3649,
-059.288,054.4439,-045.703,-115.3587,
-059.215,053.4839,-045.681,-115.3618,
-059.141,052.7598,-045.682,-115.3628,
-059.057,051.5328,-045.693,-115.3637,
-058.974,049.6778,-045.700,-115.3650,
-058.855,048.2539,-045.703,-115.3705,
-058.693,046.6509,-045.714,-115.3797,
-058.454,045.5387,-045.707,-115.3736,
-058.300,044.3597,-045.690,-115.3688,
-058.066,042.9460,-045.682,-115.3628,
-057.928,041.7578,-045.676,-115.3695,
-057.804,040.7860,-045.748,-115.3987,
-057.651,039.2564,-045.721,-115.3904,
-057.574,037.5849,-045.729,-115.4001,
-057.457,035.8113,-045.685,-115.3907,
-057.343,033.6444,-045.731,-115.4057,
-057.288,032.2637,-045.741,-115.4043,
-057.215,030.5783,-045.690,-115.3947,
-057.063,028.5356,-045.693,-115.3965,
-056.917,027.1584,-045.693,-115.3942,
-056.694,026.2133,-045.691,-115.3816,
-056.489,025.7597,-045.728,-115.3978,
-056.378,025.2534,-045.746,-115.4013,
-056.290,025.1053,-045.760,-115.4018,
-056.287,024.4869,-045.741,-115.3807,
-056.330,024.0648,-045.729,-115.3776,
-056.405,023.1392,-045.730,-115.3668,
-056.423,021.7737,-045.719,-115.3648,
-056.426,021.2805,-045.704,-115.3550,
-056.402,020.0473,-045.696,-115.3409,
-056.301,019.3887,-045.726,-115.3603,
-056.244,019.2076,-045.747,-115.3645,
-056.214,018.6459,-045.732,-115.3736,
-056.188,018.6808,-045.725,-115.3616,
-056.240,018.3724,-045.735,-115.3755,
-056.394,017.6467,-045.747,-115.3822,
-056.555,017.4894,-045.744,-115.3756,
-056.794,017.0508,-045.731,-115.3678,
-057.081,015.9844,-045.685,-115.3482,
-057.407,015.3612,-045.710,-115.3590,
-057.777,014.2434,-045.747,-115.3608,
-058.201,014.2739,-045.742,-115.3391,
-058.531,013.7082,-045.736,-115.3447,
-059.070,013.5719,-045.778,-115.3542,
-059.534,012.9611,-045.795,-115.3519,
-059.759,012.6968,-045.788,-115.3492,
-060.053,012.1616,-045.761,-115.3424,
-060.266,012.0740,-045.729,-115.3397,
-060.399,012.3485,-045.713,-115.3220,
-060.618,012.7982,-045.750,-115.3250,
-060.847,013.3564,-045.760,-115.3365,
-061.093,013.5548,-045.766,-115.3251,
-061.475,013.6186,-045.762,-115.3232,
-061.790,014.5228,-045.740,-115.3157,
-062.033,014.6318,-045.762,-115.3209,
-062.287,015.9550,-045.783,-115.3273,
-062.447,016.5242,-045.777,-115.3175,
-062.578,017.4250,-045.803,-115.3364,
-062.786,019.1581,-045.792,-115.3368,
-063.011,020.6948,-045.808,-115.3500,
-063.088,023.0356,-045.782,-115.3477,
-063.197,025.5752,-045.806,-115.3599,
-063.242,027.4912,-045.776,-115.3486,
-063.271,030.9550,-045.773,-115.3323,
-063.355,033.8901,-045.777,-115.3400,
-063.579,035.8978,-045.790,-115.3418,
-063.788,038.8669,-045.781,-115.3241,
-064.001,040.9938,-045.811,-115.3294,
-064.126,043.1677,-045.810,-115.3259,
-064.309,045.5949,-045.766,-115.3061,
-064.427,048.3567,-045.773,-115.3038,
-064.307,051.5009,-045.776,-115.2998,
-064.102,056.2385,-045.792,-115.3011,
-063.925,059.4600,-045.773,-115.2742,
-063.744,063.7992,-045.747,-115.2614,
-063.537,068.5577,-045.779,-115.2483,
-063.402,070.4484,-045.764,-115.2411,
-063.057,073.3124,-045.730,-115.2262,
-062.815,075.8074,-045.756,-115.2257,
-062.566,077.1886,-045.758,-115.2218,
-062.203,079.3082,-045.748,-115.2269,
DATA_END,
