FILENAME,E:\T_23\23_USP\ACQUIREDDATA\1AVVF14.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,-179,180,1,FORWARD,
FREQ,SINGLE,1,14,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-066.164,064.0226,-045.439,156.0376,
-066.195,072.5190,-045.474,156.0206,
-066.071,081.6854,-045.475,156.0085,
-065.846,090.1578,-045.484,156.0087,
-065.476,100.8512,-045.463,156.0254,
-065.029,111.5092,-045.503,155.9994,
-064.636,120.2828,-045.519,155.9994,
-064.159,129.5578,-045.533,155.9955,
-063.713,138.2325,-045.533,156.0024,
-063.386,144.5382,-045.524,155.9976,
-062.966,151.7962,-045.538,155.9982,
-062.659,160.5665,-045.578,155.9891,
-062.415,167.0882,-045.574,155.9868,
-062.143,176.3739,-045.524,155.9860,
-061.890,-176.4733,-045.493,155.9930,
-061.742,-170.9096,-045.519,155.9765,
-061.574,-162.3240,-045.520,155.9812,
-061.466,-154.9223,-045.552,155.9687,
-061.374,-149.2584,-045.505,155.9769,
-061.238,-139.6554,-045.514,155.9751,
-061.160,-131.4361,-045.512,155.9721,
-061.113,-124.8508,-045.491,155.9866,
-061.054,-113.8906,-045.485,155.9942,
-061.057,-104.2748,-045.401,156.0240,
-061.086,-097.3475,-045.398,156.0357,
-061.203,-085.1336,-045.412,156.0309,
-061.294,-076.6819,-045.431,156.0217,
-061.346,-069.9748,-045.423,156.0182,
-061.435,-057.9803,-045.361,156.0348,
-061.537,-050.4859,-045.384,156.0214,
-061.686,-042.6125,-045.369,156.0088,
-061.999,-030.5055,-045.436,155.9796,
-062.221,-022.7328,-045.509,155.9632,
-062.484,-014.1790,-045.535,155.9718,
-062.999,-001.8708,-045.542,155.9694,
-063.392,005.5032,-045.524,155.9744,
-063.923,014.9171,-045.524,155.9779,
-064.804,026.9899,-045.449,155.9858,
-065.421,034.8181,-045.434,155.9998,
-066.381,045.0818,-045.415,155.9997,
-067.722,057.4356,-045.436,155.9855,
-068.597,064.8425,-045.445,155.9936,
-070.274,075.7367,-045.461,155.9939,
-072.810,087.8989,-045.375,156.0197,
-074.871,095.6815,-045.349,156.0357,
-079.852,104.1955,-045.351,156.0172,
-087.290,110.0767,-045.449,155.9949,
-106.269,-011.2433,-045.473,155.9974,
-083.222,-039.1040,-045.476,155.9904,
-079.326,-024.2476,-045.450,156.0043,
-077.338,-010.8244,-045.471,156.0002,
-075.349,012.3837,-045.452,155.9982,
-074.475,028.8790,-045.487,155.9856,
-073.449,045.9570,-045.445,156.0042,
-071.925,067.7903,-045.465,155.9894,
-070.969,080.9038,-045.499,155.9889,
-070.055,094.8035,-045.529,155.9806,
-068.820,115.0956,-045.501,155.9885,
-067.967,127.3600,-045.477,155.9896,
-067.269,140.8346,-045.475,155.9898,
-066.423,161.2585,-045.508,155.9766,
-065.872,175.3970,-045.468,155.9754,
-065.215,-168.2659,-045.448,155.9969,
-064.689,-151.2844,-045.479,155.9991,
-064.328,-140.3916,-045.476,155.9879,
-063.948,-126.3448,-045.511,155.9660,
-063.721,-111.2475,-045.514,155.9495,
-063.658,-098.6094,-045.486,155.9611,
-063.673,-081.2197,-045.441,155.9765,
-063.828,-066.0153,-045.407,155.9813,
-063.957,-051.5433,-045.403,155.9701,
-064.155,-031.6082,-045.396,155.9692,
-064.267,-015.1281,-045.395,155.9734,
-064.402,002.3357,-045.382,155.9763,
-064.469,023.0145,-045.353,155.9895,
-064.499,039.1444,-045.345,155.9858,
-064.402,057.6311,-045.418,155.9585,
-064.257,076.6236,-045.465,155.9491,
-064.130,090.0797,-045.493,155.9480,
-064.144,107.3207,-045.564,155.9316,
-064.225,125.2405,-045.553,155.9261,
-064.339,139.1562,-045.525,155.9353,
-064.519,157.7806,-045.426,155.9562,
-064.722,174.0959,-045.386,155.9706,
-064.966,-173.2307,-045.380,155.9759,
-065.379,-154.3443,-045.386,155.9799,
-065.720,-137.8621,-045.417,155.9742,
-065.976,-124.0712,-045.393,155.9819,
-066.372,-102.7084,-045.309,156.0171,
-066.466,-087.4883,-045.285,156.0290,
-066.457,-074.7225,-045.339,156.0090,
-066.522,-057.3375,-045.434,155.9883,
-066.608,-045.6227,-045.467,155.9818,
-066.666,-033.3294,-045.452,155.9902,
-066.706,-018.3096,-045.441,155.9949,
-066.653,-009.6097,-045.444,155.9946,
-066.607,000.2416,-045.406,156.0108,
-066.537,010.4315,-045.421,156.0083,
-066.419,017.0569,-045.425,156.0095,
-066.134,026.2904,-045.471,155.9865,
-065.704,036.1758,-045.489,155.9861,
-065.498,042.2680,-045.482,155.9942,
-065.256,051.1707,-045.500,156.0043,
-064.943,060.0415,-045.427,156.0169,
-064.690,066.7179,-045.450,156.0135,
-064.390,077.6596,-045.483,156.0152,
-064.199,088.3525,-045.508,156.0112,
-064.072,096.9798,-045.495,155.9970,
-064.140,110.8309,-045.450,156.0066,
-064.315,121.7338,-045.440,156.0186,
-064.317,132.2390,-045.450,155.9940,
-064.129,147.7026,-045.464,156.0038,
-064.067,157.8708,-045.428,156.0220,
-064.177,169.8249,-045.398,156.0358,
-064.323,-172.1176,-045.381,156.0352,
-064.327,-159.5199,-045.406,156.0221,
-064.196,-143.4246,-045.453,156.0075,
-063.947,-126.4750,-045.431,156.0115,
-063.873,-114.8962,-045.393,156.0183,
-063.805,-099.1679,-045.381,156.0101,
-063.535,-080.5141,-045.409,155.9990,
-063.174,-067.7252,-045.461,155.9881,
-062.659,-052.6046,-045.487,155.9705,
-062.050,-038.7128,-045.534,155.9414,
-061.544,-028.3341,-045.533,155.9445,
-060.833,-015.0851,-045.543,155.9569,
-060.358,-004.0193,-045.499,155.9729,
-059.992,005.3057,-045.446,155.9930,
-059.480,016.7803,-045.387,155.9913,
-059.218,024.6426,-045.358,155.9862,
-059.074,032.4741,-045.396,155.9771,
-058.958,043.1706,-045.432,155.9728,
-058.889,050.3372,-045.408,155.9805,
-058.836,058.1600,-045.353,155.9963,
-058.886,066.3158,-045.321,156.0047,
-058.986,071.9007,-045.375,155.9936,
-059.161,078.4342,-045.432,155.9772,
-059.436,085.4273,-045.421,155.9742,
-059.714,090.8197,-045.414,155.9846,
-060.052,098.4192,-045.421,155.9834,
-060.454,104.4251,-045.409,155.9786,
-060.800,108.9113,-045.414,155.9859,
-061.445,114.7963,-045.454,155.9828,
-061.974,119.6106,-045.462,155.9930,
-062.329,122.7594,-045.481,155.9976,
-063.056,127.4195,-045.492,155.9985,
-063.761,131.1724,-045.496,156.0055,
-064.388,133.5541,-045.466,156.0160,
-065.493,136.6035,-045.384,156.0464,
-066.372,138.1320,-045.386,156.0504,
