FILENAME,E:\T_23\23_USP\ACQUIREDDATA\4AVHF063.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,180,-179,1,REVERSE,
FREQ,SINGLE,1,6.3,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-085.032,094.7568,-037.489,-112.7555,
-077.638,065.6427,-037.507,-112.7964,
-073.725,058.6571,-037.522,-112.7872,
-070.721,053.9982,-037.518,-112.8043,
-068.322,049.5464,-037.516,-112.8207,
-066.497,046.1723,-037.498,-112.7866,
-064.987,042.6271,-037.513,-112.7843,
-063.846,039.3072,-037.493,-112.8024,
-062.904,035.9911,-037.484,-112.8100,
-062.342,034.1620,-037.482,-112.7927,
-061.938,033.0878,-037.481,-112.7903,
-061.599,032.4891,-037.468,-112.7536,
-061.379,032.8525,-037.474,-112.7767,
-061.101,033.4414,-037.471,-112.7856,
-060.885,034.0210,-037.487,-112.7887,
-060.729,034.3679,-037.502,-112.7904,
-060.575,035.9773,-037.499,-112.8000,
-060.466,035.4497,-037.512,-112.8160,
-060.440,034.8889,-037.523,-112.8251,
-060.482,037.1049,-037.520,-112.8173,
-060.575,038.1022,-037.515,-112.8380,
-060.715,038.8028,-037.538,-112.8347,
-060.911,040.3713,-037.524,-112.8192,
-061.124,042.0745,-037.510,-112.8344,
-061.385,043.8698,-037.516,-112.8327,
-061.694,046.0346,-037.520,-112.8320,
-062.147,047.4804,-037.531,-112.8438,
-062.492,048.8107,-037.512,-112.8365,
-063.165,050.6436,-037.488,-112.8331,
-063.929,052.2948,-037.492,-112.8183,
-064.690,053.7533,-037.488,-112.8341,
-066.098,057.6685,-037.503,-112.8255,
-067.527,062.7074,-037.518,-112.8504,
-068.916,069.2596,-037.525,-112.8317,
-071.089,084.2220,-037.545,-112.8581,
-072.379,101.7904,-037.542,-112.8566,
-072.989,121.4855,-037.541,-112.8441,
-071.534,145.8905,-037.536,-112.8392,
-070.949,163.5249,-037.550,-112.8304,
-069.377,175.1320,-037.546,-112.8580,
-067.637,-172.5400,-037.535,-112.8351,
-066.429,-163.7311,-037.531,-112.8328,
-065.151,-154.8860,-037.522,-112.8202,
-063.737,-146.5189,-037.511,-112.8031,
-062.959,-141.8947,-037.507,-112.8186,
-061.987,-135.3552,-037.521,-112.8186,
-061.019,-128.9117,-037.511,-112.8332,
-060.329,-123.6669,-037.490,-112.7971,
-059.400,-117.0319,-037.471,-112.7598,
-058.646,-111.4628,-037.486,-112.8016,
-058.124,-107.6755,-037.461,-112.7614,
-057.431,-101.7854,-037.452,-112.7434,
-056.886,-096.7912,-037.470,-112.7538,
-056.332,-092.0095,-037.445,-112.7309,
-055.701,-085.7475,-037.436,-112.7339,
-055.283,-081.4391,-037.437,-112.7366,
-054.888,-077.2836,-037.435,-112.7217,
-054.378,-071.7991,-037.443,-112.7464,
-054.032,-067.8754,-037.445,-112.7547,
-053.711,-063.3979,-037.449,-112.7556,
-053.312,-057.7481,-037.462,-112.7793,
-053.070,-053.8157,-037.466,-112.7456,
-052.818,-049.0552,-037.459,-112.7869,
-052.562,-043.9343,-037.442,-112.7763,
-052.379,-039.7145,-037.456,-112.7811,
-052.206,-034.6782,-037.465,-112.7643,
-052.100,-028.3711,-037.467,-112.7934,
-051.978,-023.6746,-037.480,-112.7862,
-051.871,-017.3225,-037.465,-112.7625,
-051.789,-011.1179,-037.461,-112.7504,
-051.696,-006.3196,-037.484,-112.7632,
-051.614,001.2965,-037.474,-112.7512,
-051.541,008.0112,-037.495,-112.7656,
-051.488,013.6159,-037.507,-112.7708,
-051.442,022.0881,-037.507,-112.8099,
-051.411,028.4459,-037.483,-112.8149,
-051.352,034.8163,-037.467,-112.8007,
-051.296,043.7233,-037.468,-112.8141,
-051.253,050.6906,-037.443,-112.7829,
-051.189,058.4924,-037.432,-112.8006,
-051.068,067.9825,-037.443,-112.7785,
-050.906,075.4765,-037.444,-112.7843,
-050.799,083.9509,-037.452,-112.7700,
-050.628,093.1015,-037.454,-112.7881,
-050.480,100.1699,-037.502,-112.8185,
-050.291,109.0731,-037.510,-112.8409,
-050.100,118.2177,-037.512,-112.8550,
-049.941,125.3050,-037.487,-112.8078,
-049.689,134.8806,-037.473,-112.8084,
-049.453,143.5775,-037.455,-112.7977,
-049.265,150.7990,-037.453,-112.7960,
-049.025,160.9109,-037.442,-112.7597,
-048.825,168.9463,-037.424,-112.7292,
-048.683,176.0370,-037.435,-112.7373,
-048.450,-173.5234,-037.445,-112.7436,
-048.275,-165.5210,-037.452,-112.7407,
-048.109,-158.1705,-037.456,-112.7599,
-047.861,-147.9796,-037.458,-112.7949,
-047.676,-140.0042,-037.434,-112.7513,
-047.491,-131.9918,-037.438,-112.7716,
-047.257,-122.7211,-037.403,-112.7433,
-047.079,-115.2352,-037.429,-112.7827,
-046.909,-107.1659,-037.428,-112.7648,
-046.718,-097.9997,-037.446,-112.7727,
-046.581,-090.9751,-037.424,-112.7374,
-046.439,-082.3619,-037.431,-112.7435,
-046.298,-073.4680,-037.440,-112.7769,
-046.212,-066.4640,-037.450,-112.7908,
-046.072,-057.4184,-037.466,-112.7883,
-045.969,-048.6040,-037.484,-112.8027,
-045.884,-041.3509,-037.454,-112.7864,
-045.784,-031.5506,-037.459,-112.7860,
-045.720,-023.5457,-037.449,-112.7775,
-045.673,-016.4314,-037.476,-112.7987,
-045.626,-006.4288,-037.483,-112.8085,
-045.613,001.4057,-037.457,-112.7587,
-045.613,008.5892,-037.484,-112.7850,
-045.625,018.2890,-037.489,-112.8253,
-045.650,025.7607,-037.511,-112.8471,
-045.672,033.4928,-037.555,-112.8613,
-045.709,043.0884,-037.489,-112.8223,
-045.743,050.1253,-037.490,-112.8221,
-045.789,058.2134,-037.498,-112.8644,
-045.876,068.1660,-037.486,-112.8321,
-045.942,074.9164,-037.517,-112.8387,
-046.027,083.1527,-037.522,-112.8504,
-046.139,092.5098,-037.526,-112.8287,
-046.237,099.5431,-037.498,-112.8214,
-046.356,109.0453,-037.475,-112.8540,
-046.457,117.7947,-037.485,-112.8159,
-046.542,124.3897,-037.485,-112.8582,
-046.674,133.7253,-037.492,-112.8430,
-046.820,142.0807,-037.477,-112.8311,
-046.938,148.5983,-037.514,-112.8789,
-047.099,157.8998,-037.475,-112.8286,
-047.216,165.4839,-037.470,-112.8006,
-047.352,172.2797,-037.487,-112.8095,
-047.561,-178.4242,-037.504,-112.8171,
-047.674,-171.2794,-037.472,-112.8023,
-047.798,-164.0754,-037.504,-112.8244,
-047.976,-155.2442,-037.496,-112.8325,
-048.132,-147.9983,-037.469,-112.8144,
-048.274,-139.9630,-037.491,-112.8088,
