FILENAME,E:\T_23\23_USP\ACQUIREDDATA\4AHHF13.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,180,-179,1,REVERSE,
FREQ,SINGLE,1,13,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-084.648,109.8419,-044.134,155.5643,
-085.029,108.7044,-044.146,155.5584,
-084.406,103.3902,-044.146,155.5563,
-083.345,092.7443,-044.168,155.5498,
-081.922,074.8166,-044.166,155.5533,
-080.624,060.7200,-044.167,155.5507,
-079.778,053.1243,-044.157,155.5571,
-078.640,052.1646,-044.142,155.5583,
-076.589,050.5539,-044.138,155.5652,
-074.826,047.7653,-044.141,155.5453,
-073.444,044.4565,-044.161,155.5423,
-072.651,043.0075,-044.166,155.5355,
-072.310,043.8879,-044.171,155.5349,
-071.901,044.2646,-044.158,155.5464,
-071.576,042.0517,-044.164,155.5440,
-071.390,038.4122,-044.179,155.5506,
-071.207,033.9314,-044.193,155.5392,
-071.309,030.4440,-044.204,155.5379,
-071.607,030.3138,-044.203,155.5396,
-072.076,031.0331,-044.182,155.5473,
-072.946,031.1735,-044.144,155.5559,
-073.820,027.7778,-044.137,155.5521,
-075.425,016.9075,-044.127,155.5607,
-077.345,-004.3649,-044.119,155.5665,
-078.456,-023.8614,-044.119,155.5715,
-079.295,-048.6567,-044.127,155.5743,
-079.362,-066.1075,-044.150,155.5789,
-079.281,-074.0963,-044.137,155.5739,
-078.770,-081.1418,-044.147,155.5547,
-078.398,-087.8460,-044.145,155.5581,
-077.745,-090.5506,-044.132,155.5677,
-076.477,-090.0339,-044.110,155.5791,
-076.059,-090.6652,-044.105,155.5700,
-076.082,-087.4074,-044.117,155.5639,
-076.811,-078.9834,-044.137,155.5600,
-077.439,-067.9827,-044.136,155.5599,
-077.540,-057.9754,-044.153,155.5590,
-078.340,-046.8779,-044.139,155.5694,
-080.239,-034.4611,-044.152,155.5597,
-084.489,-001.3479,-044.150,155.5671,
-081.791,071.4243,-044.139,155.5803,
-076.941,094.3451,-044.119,155.5821,
-073.306,109.1346,-044.127,155.5822,
-070.210,122.3516,-044.126,155.5702,
-068.258,131.6082,-044.139,155.5693,
-066.141,141.6877,-044.139,155.5694,
-064.012,150.7933,-044.116,155.5638,
-062.658,156.2734,-044.109,155.5609,
-061.203,163.2882,-044.116,155.5600,
-060.124,170.1860,-044.134,155.5476,
-059.429,176.3804,-044.146,155.5287,
-058.520,-174.6993,-044.146,155.5169,
-057.759,-166.0117,-044.145,155.5215,
-057.130,-159.1871,-044.142,155.5051,
-056.385,-149.5338,-044.117,155.5001,
-055.910,-141.9320,-044.136,155.4851,
-055.552,-134.0406,-044.113,155.4844,
-055.126,-122.5378,-044.167,155.4745,
-054.873,-113.9684,-044.146,155.4914,
-054.659,-104.9477,-044.142,155.4942,
-054.446,-094.3355,-044.151,155.5093,
-054.325,-085.9389,-044.158,155.5079,
-054.258,-076.2546,-044.187,155.4990,
-054.302,-065.1637,-044.170,155.4921,
-054.438,-056.7263,-044.166,155.4920,
-054.690,-046.9988,-044.138,155.4943,
-055.113,-035.5596,-044.122,155.5112,
-055.553,-026.1614,-044.135,155.5144,
-056.230,-012.8845,-044.136,155.5243,
-056.918,-000.1281,-044.149,155.5483,
-057.531,010.0347,-044.160,155.5529,
-058.493,026.0861,-044.179,155.5347,
-059.429,040.8072,-044.162,155.5357,
-060.212,054.2129,-044.150,155.5564,
-061.327,074.4562,-044.151,155.5467,
-062.180,091.4089,-044.137,155.5611,
-062.924,110.0274,-044.129,155.5552,
-063.556,137.6584,-044.121,155.5425,
-063.633,158.5433,-044.117,155.5473,
-063.445,179.6351,-044.133,155.5404,
-062.976,-157.9987,-044.128,155.5450,
-062.542,-141.5969,-044.138,155.5269,
-062.052,-123.4708,-044.127,155.5202,
-061.533,-103.9088,-044.172,155.5064,
-061.167,-090.7220,-044.118,155.5133,
-060.826,-075.3352,-044.113,155.5031,
-060.597,-059.7196,-044.102,155.5064,
-060.521,-047.6087,-044.093,155.5169,
-060.542,-031.2970,-044.108,155.4991,
-060.734,-017.4078,-044.128,155.5078,
-060.985,-006.3483,-044.123,155.5184,
-061.544,011.5952,-044.104,155.5354,
-062.103,027.4679,-044.099,155.5155,
-062.523,042.1043,-044.101,155.5161,
-063.210,063.1863,-044.105,155.5238,
-063.851,080.5765,-044.108,155.5285,
-064.584,098.7734,-044.124,155.5292,
-065.278,127.1740,-044.096,155.5373,
-065.375,151.2005,-044.085,155.5268,
-065.050,174.8425,-044.084,155.5285,
-064.305,-157.7055,-044.098,155.5193,
-063.504,-138.4255,-044.080,155.4983,
-062.588,-118.2513,-044.115,155.4997,
-061.600,-097.3776,-044.104,155.4931,
-060.796,-082.2408,-044.143,155.4837,
-060.003,-065.1310,-044.174,155.4674,
-059.185,-048.0267,-044.178,155.4484,
-058.658,-034.0942,-044.202,155.4619,
-058.047,-016.5435,-044.141,155.4774,
-057.656,-001.2885,-044.117,155.4895,
-057.390,009.7057,-044.119,155.4829,
-057.006,026.4276,-044.110,155.4858,
-056.728,040.6082,-044.145,155.4498,
-056.510,052.8047,-044.134,155.4530,
-056.273,069.4122,-044.134,155.4411,
-056.150,082.5321,-044.141,155.4360,
-056.076,095.3094,-044.143,155.4257,
-055.994,112.3436,-044.189,155.3907,
-056.036,124.6083,-044.194,155.3641,
-056.154,137.2495,-044.179,155.3645,
-056.350,152.6734,-044.151,155.3920,
-056.531,164.6509,-044.141,155.4024,
-056.741,178.3118,-044.143,155.4187,
-057.028,-165.8384,-044.167,155.4311,
-057.237,-154.6217,-044.155,155.4213,
-057.515,-140.7134,-044.134,155.4382,
-057.887,-124.6742,-044.144,155.4377,
-058.212,-113.2081,-044.168,155.4372,
-058.638,-097.9464,-044.190,155.4463,
-059.062,-084.4915,-044.172,155.4391,
-059.559,-074.9245,-044.179,155.4418,
-060.371,-059.1994,-044.134,155.4471,
-060.836,-044.4217,-044.131,155.4623,
-061.095,-032.0245,-044.156,155.4630,
-061.666,-015.9360,-044.166,155.4693,
-062.049,-002.9532,-044.146,155.4883,
-062.312,008.3525,-044.103,155.5017,
-062.742,023.1789,-044.099,155.5057,
-063.157,034.5838,-044.139,155.4907,
-063.431,045.2213,-044.126,155.4877,
-063.652,057.4839,-044.167,155.4786,
-063.824,065.9942,-044.149,155.4951,
-063.997,075.4008,-044.126,155.4934,
-064.177,084.6578,-044.115,155.4919,
-064.202,091.9997,-044.089,155.5013,
-064.202,099.7195,-044.120,155.4735,
-064.223,107.7318,-044.115,155.4742,
-064.225,112.8818,-044.121,155.4619,
-064.258,119.0656,-044.096,155.4618,
