FILENAME,E:\T_23\23_USP\ACQUIREDDATA\4AHVF085.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,180,-179,1,REVERSE,
FREQ,SINGLE,1,8.45,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-076.479,-122.2015,-047.030,-110.6455,
-076.284,-125.3174,-047.028,-110.6386,
-076.253,-128.0336,-047.031,-110.6512,
-076.057,-131.5385,-047.031,-110.6408,
-076.119,-135.5880,-047.037,-110.6405,
-076.109,-137.7823,-047.040,-110.6377,
-076.084,-140.1098,-047.029,-110.6491,
-075.982,-141.0741,-047.026,-110.6375,
-075.746,-141.2616,-047.022,-110.6361,
-075.422,-141.1599,-047.029,-110.6562,
-075.065,-140.1378,-047.031,-110.6473,
-074.446,-139.6621,-047.033,-110.6423,
-073.982,-139.6250,-047.042,-110.6496,
-073.426,-140.6511,-047.035,-110.6466,
-072.820,-142.6792,-047.033,-110.6412,
-072.508,-144.3890,-047.022,-110.6465,
-072.164,-147.2476,-047.023,-110.6483,
-071.844,-150.5431,-047.007,-110.6352,
-071.623,-153.8425,-047.006,-110.6381,
-071.358,-157.3061,-047.010,-110.6313,
-071.093,-161.0443,-047.023,-110.6339,
-070.802,-164.3821,-047.023,-110.6357,
-070.604,-167.4297,-047.030,-110.6340,
-070.473,-170.7235,-047.034,-110.6351,
-070.265,-172.1679,-047.044,-110.6366,
-070.171,-173.7128,-047.057,-110.6490,
-070.234,-173.8741,-047.072,-110.6542,
-070.232,-173.4174,-047.068,-110.6451,
-070.255,-171.8517,-047.061,-110.6494,
-070.345,-170.3096,-047.067,-110.6491,
-070.406,-169.2165,-047.052,-110.6378,
-070.448,-167.9850,-047.037,-110.6380,
-070.454,-168.2786,-047.033,-110.6261,
-070.392,-169.1192,-047.029,-110.6379,
-070.371,-170.5723,-047.012,-110.6252,
-070.296,-172.1750,-047.007,-110.6374,
-070.339,-174.0795,-047.010,-110.6331,
-070.560,-175.9070,-047.011,-110.6270,
-070.805,-176.7788,-047.011,-110.6288,
-070.933,-178.0823,-047.007,-110.6334,
-071.217,-179.6216,-047.007,-110.6259,
-071.522,-179.7522,-047.003,-110.6370,
-071.806,-179.6494,-046.992,-110.6351,
-071.963,-178.2945,-046.982,-110.6243,
-072.009,-176.7325,-046.977,-110.6274,
-071.910,-176.1032,-046.977,-110.6314,
-071.922,-176.7022,-046.980,-110.6310,
-072.004,-178.0910,-046.977,-110.6214,
-072.289,-178.9362,-046.990,-110.6326,
-072.261,-179.5817,-046.990,-110.6308,
-072.366,-179.5631,-046.997,-110.6373,
-072.450,178.5314,-046.997,-110.6344,
-072.641,176.7995,-046.993,-110.6437,
-072.830,174.9137,-046.992,-110.6372,
-073.388,172.5426,-046.998,-110.6416,
-073.403,173.9262,-046.996,-110.6455,
-073.392,172.6840,-047.005,-110.6535,
-073.070,172.4661,-047.006,-110.6549,
-072.995,173.3965,-047.006,-110.6474,
-072.875,173.5010,-047.008,-110.6542,
-072.633,173.9554,-047.001,-110.6491,
-072.654,174.1501,-047.004,-110.6434,
-072.757,173.9968,-047.025,-110.6508,
-072.725,174.4006,-047.026,-110.6429,
-072.910,174.3188,-047.018,-110.6414,
-072.894,174.2517,-047.013,-110.6410,
-072.996,173.3121,-047.006,-110.6341,
-072.833,174.0936,-046.996,-110.6326,
-072.784,174.3542,-046.990,-110.6390,
-072.644,174.4173,-046.985,-110.6268,
-072.697,175.3886,-046.995,-110.6408,
-072.869,175.2676,-046.987,-110.6357,
-073.047,176.2175,-046.987,-110.6411,
-073.324,177.8661,-046.996,-110.6419,
-073.751,178.3718,-046.995,-110.6423,
-074.044,-179.6456,-046.991,-110.6472,
-074.400,-179.1690,-046.987,-110.6322,
-074.836,-179.2510,-046.989,-110.6368,
-075.273,-179.7062,-046.983,-110.6300,
-075.554,179.0621,-046.993,-110.6326,
-075.631,176.5802,-047.002,-110.6244,
-075.399,174.7592,-047.000,-110.6251,
-075.168,173.9324,-047.015,-110.6371,
-074.794,173.8802,-047.012,-110.6403,
-074.487,173.9215,-047.006,-110.6187,
-074.000,174.9614,-047.011,-110.6252,
-073.482,175.5238,-047.009,-110.6266,
-073.169,178.1007,-047.006,-110.6291,
-072.859,-179.6554,-047.009,-110.6252,
-072.571,-176.5459,-047.012,-110.6388,
-072.346,-174.1819,-047.007,-110.6345,
-072.148,-169.7895,-046.993,-110.6261,
-072.081,-166.5870,-046.990,-110.6204,
-072.055,-163.3520,-046.977,-110.6146,
-072.034,-158.3165,-046.982,-110.6232,
-071.889,-154.0953,-046.986,-110.6275,
-071.886,-149.9058,-046.984,-110.6250,
-071.786,-144.7305,-046.986,-110.6175,
-071.769,-140.6072,-046.981,-110.6214,
-071.468,-136.4696,-046.982,-110.6321,
-071.207,-131.8603,-046.973,-110.6320,
-071.061,-128.5698,-046.987,-110.6268,
-070.866,-125.8777,-046.987,-110.6229,
-070.729,-122.9009,-046.985,-110.6243,
-070.629,-120.8839,-046.978,-110.6185,
-070.486,-118.9767,-046.980,-110.6271,
-070.377,-115.9686,-046.981,-110.6210,
-070.202,-113.5135,-046.975,-110.6274,
-069.998,-108.9655,-046.977,-110.6257,
-069.966,-105.1282,-046.973,-110.6178,
-069.846,-101.3906,-046.982,-110.6143,
-069.831,-097.1786,-046.980,-110.6078,
-069.776,-092.0046,-046.975,-110.6164,
-069.600,-087.7533,-046.971,-110.6117,
-069.385,-081.8063,-046.971,-110.6160,
-069.341,-076.9259,-046.969,-110.6070,
-069.298,-072.2703,-046.971,-110.6178,
-069.079,-066.3138,-046.967,-110.6160,
-069.115,-061.3255,-046.965,-110.6145,
-069.259,-056.2281,-046.971,-110.6078,
-069.456,-049.2268,-046.979,-110.6282,
-069.643,-043.0566,-046.987,-110.6293,
-069.718,-035.8898,-046.993,-110.6240,
-069.853,-028.3271,-046.988,-110.6311,
-070.073,-023.5854,-046.997,-110.6383,
-070.487,-017.7809,-046.991,-110.6226,
-070.861,-009.8075,-046.994,-110.6186,
-070.943,-004.7576,-047.022,-110.6339,
-071.092,001.3185,-047.013,-110.6371,
-071.622,002.9178,-047.029,-110.6401,
-072.477,003.4841,-047.049,-110.6496,
-074.338,005.5474,-047.034,-110.6470,
-076.365,010.6093,-047.022,-110.6300,
-078.186,019.4758,-047.007,-110.6281,
-080.861,027.2344,-047.000,-110.6173,
-084.283,027.7929,-047.001,-110.6115,
-089.559,025.0220,-047.029,-110.6196,
-098.606,-065.6244,-047.061,-110.6346,
-090.562,-117.0320,-047.069,-110.6304,
-086.368,-117.1850,-047.079,-110.6384,
-082.511,-111.8703,-047.050,-110.6277,
