FILENAME,E:\T_23\23_USP\ACQUIREDDATA\3AVVF07.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,-179,180,1,FORWARD,
FREQ,SINGLE,1,7.5,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-060.955,-000.9444,-039.024,-111.5792,
-060.867,-008.6517,-039.065,-111.6242,
-060.530,-015.2055,-039.044,-111.6010,
-060.086,-020.2567,-039.084,-111.6174,
-059.559,-024.5563,-039.102,-111.6406,
-059.024,-028.3329,-039.116,-111.6456,
-058.622,-031.1732,-039.093,-111.6325,
-058.213,-034.0336,-039.117,-111.6330,
-057.747,-036.7513,-039.126,-111.6379,
-057.332,-039.3836,-039.128,-111.6378,
-056.760,-041.8220,-039.118,-111.6382,
-056.061,-043.1554,-039.094,-111.6286,
-055.517,-043.4001,-039.097,-111.6155,
-054.802,-042.7749,-039.073,-111.6218,
-054.227,-041.1259,-039.049,-111.6177,
-053.870,-039.7527,-039.051,-111.6211,
-053.356,-036.8165,-039.037,-111.6145,
-052.988,-033.7703,-039.014,-111.5908,
-052.748,-031.6265,-039.041,-111.5838,
-052.387,-027.9497,-039.060,-111.5697,
-052.110,-025.0488,-039.057,-111.5823,
-051.890,-022.7572,-039.058,-111.5818,
-051.496,-018.8263,-039.043,-111.5610,
-051.154,-015.4860,-039.055,-111.5746,
-050.908,-013.0429,-039.056,-111.5752,
-050.566,-008.1261,-039.056,-111.5712,
-050.352,-004.2437,-039.055,-111.5682,
-050.226,-001.0154,-039.061,-111.5635,
-050.094,004.4507,-039.082,-111.5814,
-050.072,007.9941,-039.105,-111.5804,
-050.079,011.8022,-039.097,-111.6091,
-050.106,017.4899,-039.092,-111.6351,
-050.139,021.2771,-039.084,-111.6441,
-050.172,025.7985,-039.098,-111.6496,
-050.231,032.1309,-039.077,-111.6591,
-050.253,036.1810,-039.065,-111.6547,
-050.314,041.1238,-039.095,-111.6819,
-050.415,047.9554,-039.068,-111.6740,
-050.496,052.3540,-039.071,-111.6724,
-050.670,058.9394,-039.032,-111.6582,
-050.867,066.4836,-039.055,-111.6519,
-051.032,071.2491,-039.038,-111.6338,
-051.284,079.0613,-039.016,-111.5994,
-051.633,087.0490,-039.003,-111.5983,
-051.893,092.5941,-038.966,-111.5704,
-052.389,102.6070,-038.969,-111.5978,
-052.814,111.6690,-039.006,-111.6184,
-053.155,118.7881,-039.011,-111.6373,
-053.709,131.5254,-039.011,-111.6307,
-054.105,141.6067,-038.993,-111.6200,
-054.404,150.3888,-038.991,-111.5930,
-054.741,166.0307,-038.990,-111.5726,
-054.890,176.6323,-039.023,-111.5759,
-054.911,-171.9132,-039.066,-111.5971,
-054.758,-155.6840,-039.074,-111.6087,
-054.534,-144.8186,-039.051,-111.6070,
-054.181,-132.7207,-039.040,-111.6109,
-053.626,-118.1783,-039.006,-111.5854,
-053.232,-109.4913,-039.004,-111.5743,
-052.729,-099.4127,-038.987,-111.5594,
-052.110,-087.8235,-039.035,-111.5796,
-051.646,-079.9699,-039.022,-111.5795,
-051.085,-070.0678,-039.042,-111.6099,
-050.535,-060.4574,-039.018,-111.6045,
-050.166,-053.5955,-039.013,-111.6087,
-049.657,-044.0824,-039.028,-111.6383,
-049.247,-035.7932,-038.995,-111.6310,
-048.937,-029.2026,-039.010,-111.6335,
-048.489,-019.3640,-039.039,-111.6697,
-048.208,-012.3910,-039.011,-111.6559,
-047.976,-006.0996,-039.030,-111.6319,
-047.678,003.0397,-039.053,-111.6508,
-047.497,009.4531,-039.046,-111.6646,
-047.333,016.1470,-039.097,-111.7262,
-047.174,024.7257,-039.078,-111.7590,
-047.107,030.6863,-039.057,-111.7400,
-047.052,037.9526,-039.042,-111.7371,
-047.021,046.1219,-039.057,-111.7388,
-047.031,052.1378,-039.049,-111.7343,
-047.070,059.6794,-039.054,-111.7302,
-047.148,068.0552,-039.064,-111.7456,
-047.233,074.1029,-039.084,-111.7432,
-047.347,082.2319,-039.078,-111.7038,
-047.506,090.4380,-039.041,-111.6697,
-047.621,096.5419,-039.056,-111.6685,
-047.847,105.6576,-039.045,-111.7066,
-048.041,113.2861,-039.037,-111.7265,
-048.207,119.6412,-039.050,-111.7214,
-048.483,129.6275,-039.034,-111.7011,
-048.696,136.9313,-039.020,-111.7033,
-048.924,143.9148,-039.024,-111.7112,
-049.308,154.5821,-039.055,-111.7191,
-049.580,162.0118,-039.058,-111.6997,
-049.903,170.5770,-039.043,-111.6583,
-050.263,-178.6041,-039.070,-111.6544,
-050.488,-171.3372,-039.102,-111.6793,
-050.748,-162.5161,-039.095,-111.6876,
-051.016,-150.6215,-039.068,-111.6959,
-051.152,-142.5382,-039.105,-111.7138,
-051.243,-132.4526,-039.085,-111.7409,
-051.308,-120.6513,-039.113,-111.7370,
-051.308,-112.7151,-039.070,-111.7162,
-051.267,-102.1291,-039.089,-111.6909,
-051.183,-091.4926,-039.096,-111.6915,
-051.121,-085.0659,-039.111,-111.7071,
-051.033,-075.5802,-039.132,-111.6876,
-050.956,-067.3902,-039.114,-111.7157,
-050.885,-061.2409,-039.107,-111.7261,
-050.786,-052.1951,-039.100,-111.7278,
-050.715,-045.3450,-039.109,-111.7108,
-050.659,-039.9386,-039.095,-111.7006,
-050.593,-032.0005,-039.090,-111.6913,
-050.576,-026.7075,-039.102,-111.6834,
-050.565,-021.5416,-039.122,-111.6845,
-050.594,-015.2378,-039.158,-111.6845,
-050.639,-010.7907,-039.159,-111.6750,
-050.706,-005.5150,-039.171,-111.6767,
-050.822,000.2603,-039.172,-111.6640,
-050.913,004.3227,-039.156,-111.6477,
-051.064,009.2221,-039.193,-111.6803,
-051.217,014.8245,-039.181,-111.6791,
-051.362,018.8506,-039.197,-111.6948,
-051.538,023.9757,-039.198,-111.6909,
-051.730,028.4881,-039.199,-111.7012,
-051.876,032.2074,-039.165,-111.7039,
-052.136,037.0682,-039.191,-111.7161,
-052.375,041.0432,-039.171,-111.7080,
-052.602,044.4251,-039.155,-111.7059,
-052.886,049.3298,-039.159,-111.7017,
-053.107,052.7002,-039.135,-111.6992,
-053.302,055.7676,-039.153,-111.6818,
-053.585,059.9752,-039.144,-111.6610,
-053.830,063.2203,-039.144,-111.6690,
-054.059,066.2676,-039.133,-111.6607,
-054.361,069.6432,-039.139,-111.6530,
-054.573,071.4277,-039.138,-111.6388,
-054.841,072.9551,-039.136,-111.6402,
-055.199,074.6026,-039.148,-111.6354,
-055.464,075.6321,-039.164,-111.6328,
-055.826,076.7444,-039.165,-111.6390,
-056.225,078.3769,-039.190,-111.6436,
-056.470,079.6548,-039.192,-111.6639,
