FILENAME,E:\T_23\23_USP\ACQUIREDDATA\2AHHF07.MDB,
STEP,1,-90,-90,0,FORWARD,
SCAN,360,-179,180,1,FORWARD,
FREQ,SINGLE,1,7.5,
BEAM,1,
AXIS,0,
BINS,2,
SELECTED SCAN,ALL,
SELECTED FREQ,ALL,
SELECTED BEAM,ALL,
SELECTED BINS,ALL,
DATA_START,
-065.893,132.2147,-046.144,-113.8661,
-065.671,131.8298,-046.127,-113.8775,
-065.607,130.9870,-046.154,-113.8867,
-065.549,129.4575,-046.174,-113.8817,
-065.500,128.3155,-046.195,-113.9002,
-065.472,126.2982,-046.185,-113.8896,
-065.428,125.3766,-046.188,-113.9073,
-065.361,124.3235,-046.200,-113.9087,
-065.129,125.2254,-046.213,-113.9070,
-064.975,125.9046,-046.257,-113.9239,
-064.742,128.6340,-046.264,-113.9203,
-064.524,131.5637,-046.253,-113.9236,
-064.274,133.3844,-046.201,-113.9046,
-064.114,135.8270,-046.221,-113.9034,
-063.935,137.0954,-046.188,-113.9010,
-063.841,138.0491,-046.175,-113.8987,
-063.669,138.2974,-046.177,-113.9018,
-063.625,138.3257,-046.158,-113.9004,
-063.505,138.4300,-046.147,-113.8987,
-063.312,138.8169,-046.119,-113.8973,
-063.154,139.6283,-046.149,-113.8920,
-063.006,140.4104,-046.143,-113.8912,
-062.785,142.0419,-046.126,-113.8965,
-062.618,143.7062,-046.157,-113.9092,
-062.531,145.1478,-046.170,-113.9101,
-062.389,147.7151,-046.197,-113.9219,
-062.272,149.0998,-046.179,-113.9123,
-062.141,150.3294,-046.170,-113.9103,
-061.893,151.6305,-046.158,-113.9126,
-061.683,152.5655,-046.156,-113.8935,
-061.498,152.9114,-046.169,-113.9007,
-061.242,153.1451,-046.189,-113.9018,
-061.081,153.6684,-046.177,-113.9132,
-060.964,154.4513,-046.156,-113.9047,
-060.765,156.0994,-046.175,-113.9087,
-060.652,157.1005,-046.192,-113.9134,
-060.497,158.6757,-046.176,-113.9108,
-060.216,161.0665,-046.184,-113.9123,
-060.104,162.4851,-046.174,-113.9115,
-059.939,164.0573,-046.220,-113.9289,
-059.737,166.8072,-046.181,-113.9231,
-059.577,168.2635,-046.184,-113.9248,
-059.368,170.9514,-046.155,-113.9100,
-059.191,174.3829,-046.118,-113.8940,
-059.117,176.3188,-046.114,-113.8827,
-059.015,179.7191,-046.133,-113.8917,
-058.966,-177.5798,-046.109,-113.8857,
-058.904,-175.4915,-046.111,-113.8874,
-058.753,-172.1378,-046.089,-113.8843,
-058.650,-169.0100,-046.098,-113.8976,
-058.577,-166.4342,-046.099,-113.8925,
-058.553,-162.2521,-046.126,-113.9013,
-058.533,-158.8110,-046.127,-113.9209,
-058.534,-155.4271,-046.160,-113.9370,
-058.567,-150.6495,-046.169,-113.9392,
-058.576,-147.2691,-046.194,-113.9454,
-058.499,-142.9232,-046.198,-113.9530,
-058.459,-137.2959,-046.223,-113.9528,
-058.438,-133.7159,-046.218,-113.9530,
-058.419,-129.6213,-046.193,-113.9556,
-058.480,-125.2546,-046.184,-113.9533,
-058.531,-122.1047,-046.189,-113.9605,
-058.602,-117.7224,-046.171,-113.9547,
-058.729,-112.6519,-046.144,-113.9517,
-058.811,-109.3113,-046.100,-113.9465,
-058.961,-104.7094,-046.117,-113.9511,
-059.164,-100.0118,-046.147,-113.9559,
-059.333,-096.2300,-046.183,-113.9574,
-059.563,-090.6465,-046.209,-113.9820,
-059.701,-086.1220,-046.230,-113.9909,
-059.867,-082.0983,-046.207,-113.9751,
-060.078,-076.6015,-046.217,-113.9785,
-060.226,-072.4745,-046.222,-113.9781,
-060.480,-067.9811,-046.210,-113.9843,
-060.870,-062.3891,-046.217,-113.9921,
-061.100,-058.0252,-046.213,-113.9883,
-061.431,-052.6046,-046.207,-113.9777,
-061.818,-046.5825,-046.198,-113.9754,
-062.148,-041.7574,-046.194,-113.9816,
-062.510,-036.6319,-046.218,-113.9831,
-063.025,-031.3749,-046.184,-113.9857,
-063.422,-027.1199,-046.188,-113.9846,
-063.930,-022.5020,-046.214,-113.9730,
-064.510,-017.8523,-046.230,-113.9869,
-065.008,-014.9445,-046.233,-113.9838,
-065.744,-010.2764,-046.217,-113.9659,
-066.457,-007.1640,-046.203,-113.9677,
-067.034,-004.2028,-046.192,-113.9597,
-067.908,-000.0368,-046.174,-113.9316,
-068.519,001.9131,-046.158,-113.9213,
-069.069,003.6508,-046.178,-113.9266,
-069.851,005.5766,-046.145,-113.9241,
-070.292,004.5444,-046.153,-113.9193,
-070.764,003.7553,-046.173,-113.9257,
-071.062,000.8687,-046.191,-113.9326,
-071.103,-000.8232,-046.197,-113.9321,
-070.936,-003.0459,-046.217,-113.9409,
-070.830,-005.8542,-046.231,-113.9280,
-070.703,-006.5876,-046.261,-113.9375,
-070.373,-010.1394,-046.280,-113.9356,
-070.085,-011.9183,-046.276,-113.9382,
-069.839,-013.2823,-046.275,-113.9284,
-069.210,-015.0120,-046.258,-113.9321,
-068.652,-015.5700,-046.218,-113.9304,
-068.338,-014.7149,-046.213,-113.9358,
-067.713,-012.3089,-046.176,-113.9259,
-067.448,-010.3693,-046.177,-113.9406,
-067.192,-007.6924,-046.172,-113.9432,
-066.966,-003.3367,-046.158,-113.9512,
-066.918,000.1578,-046.155,-113.9470,
-066.870,003.5150,-046.167,-113.9485,
-066.968,008.2716,-046.187,-113.9588,
-067.173,012.0950,-046.202,-113.9553,
-067.403,016.7508,-046.225,-113.9622,
-067.655,024.4749,-046.244,-113.9665,
-067.831,029.8572,-046.232,-113.9538,
-067.975,038.0777,-046.225,-113.9435,
-067.793,045.2429,-046.215,-113.9338,
-067.675,049.8686,-046.200,-113.9347,
-067.360,056.0138,-046.209,-113.9395,
-067.153,060.5438,-046.232,-113.9564,
-066.960,065.4894,-046.195,-113.9512,
-066.775,071.0518,-046.175,-113.9498,
-066.637,075.8806,-046.176,-113.9495,
-066.442,080.0059,-046.217,-113.9560,
-066.175,086.8128,-046.236,-113.9578,
-065.940,092.5303,-046.219,-113.9565,
-065.666,097.9180,-046.198,-113.9505,
-065.167,106.1192,-046.194,-113.9629,
-064.851,111.4102,-046.195,-113.9676,
-064.489,117.2334,-046.184,-113.9633,
-064.049,124.3539,-046.212,-113.9873,
-063.839,128.4986,-046.195,-113.9788,
-063.595,133.7013,-046.179,-113.9711,
-063.304,138.6771,-046.172,-113.9731,
-063.117,142.0866,-046.171,-113.9783,
-062.799,145.6821,-046.173,-113.9927,
-062.600,148.4798,-046.188,-114.0056,
-062.615,150.5299,-046.199,-114.0101,
-062.588,153.1685,-046.208,-113.9910,
-062.778,155.9676,-046.266,-114.0040,
-062.910,158.0563,-046.257,-114.0015,
-063.157,161.5730,-046.269,-113.9967,
